month,day,year,time,actual,forecast,previous,datetime
Dec,28,2018, 19:00,-0.046,-2.869,-0.497,2018-12-28 19:00:00
Dec,19,2018, 18:30,-0.497,-2.437,-1.208,2018-12-19 18:30:00
Dec,12,2018, 18:30,-1.208,-2.99,-7.323,2018-12-12 18:30:00
Dec,6,2018, 19:00,-7.323,-0.942,3.577,2018-12-06 19:00:00
Nov,28,2018, 18:30,3.577,0.769,4.851,2018-11-28 18:30:00
Nov,21,2018, 18:30,4.851,2.5,10.27,2018-11-21 18:30:00
Nov,15,2018, 19:00,10.27,3.182,5.783,2018-11-15 19:00:00
Nov,7,2018, 18:30,5.783,2.433,3.217,2018-11-07 18:30:00
Oct,31,2018, 17:30,3.217,4.11,6.346,2018-10-31 17:30:00
Oct,24,2018, 17:30,6.346,3.694,6.49,2018-10-24 17:30:00
Oct,17,2018, 17:30,6.49,1.6,5.987,2018-10-17 17:30:00
Oct,11,2018, 18:00,5.987,2.62,7.975,2018-10-11 18:00:00
Oct,3,2018, 17:30,7.975,1.985,1.852,2018-10-03 17:30:00
Sep,26,2018, 17:30,1.852,-1.279,-2.057,2018-09-26 17:30:00
Sep,19,2018, 17:30,-2.057,-2.741,-5.296,2018-09-19 17:30:00
Sep,12,2018, 17:30,-5.296,-1.3,-4.302,2018-09-12 17:30:00
Sep,6,2018, 18:00,-4.302,-1.294,-2.566,2018-09-06 18:00:00
Aug,29,2018, 17:30,-2.566,-0.686,-5.836,2018-08-29 17:30:00
Aug,22,2018, 17:30,-5.836,-1.497,6.805,2018-08-22 17:30:00
Aug,15,2018, 17:30,6.805,-2.499,-1.351,2018-08-15 17:30:00
Aug,8,2018, 17:30,-1.351,-2.8,3.803,2018-08-08 17:30:00
Aug,1,2018, 17:30,3.803,-2.794,-6.147,2018-08-01 17:30:00
Jul,25,2018, 17:30,-6.147,-2.6,5.836,2018-07-25 17:30:00
Jul,18,2018, 17:30,5.836,-3.622,-12.633,2018-07-18 17:30:00
Jul,11,2018, 17:30,-12.633,-4.489,1.245,2018-07-11 17:30:00
Jul,5,2018, 18:00,1.245,-5.2,-9.891,2018-07-05 18:00:00
Jun,27,2018, 17:30,-9.891,-2.572,-5.914,2018-06-27 17:30:00
Jun,20,2018, 17:30,-5.914,-2.1,-4.143,2018-06-20 17:30:00
Jun,13,2018, 17:30,-4.143,-1.44,2.072,2018-06-13 17:30:00
Jun,6,2018, 17:30,2.072,-2.0,-3.62,2018-06-06 17:30:00
May,31,2018, 18:00,-3.62,-0.4,5.778,2018-05-31 18:00:00
May,23,2018, 17:30,5.778,-1.567,-1.404,2018-05-23 17:30:00
May,16,2018, 17:30,-1.404,-0.763,-2.197,2018-05-16 17:30:00
May,9,2018, 17:30,-2.197,-0.2,6.218,2018-05-09 17:30:00
May,2,2018, 17:30,6.218,0.739,2.17,2018-05-02 17:30:00
Apr,25,2018, 17:30,2.17,-1.6,-1.071,2018-04-25 17:30:00
Apr,18,2018, 17:30,-1.071,-0.5,3.306,2018-04-18 17:30:00
Apr,11,2018, 17:30,3.306,-0.6,-4.617,2018-04-11 17:30:00
Apr,4,2018, 17:30,-4.617,1.4,1.643,2018-04-04 17:30:00
Mar,28,2018, 17:30,1.643,-0.287,-2.622,2018-03-28 17:30:00
Mar,21,2018, 17:30,-2.622,2.6,5.022,2018-03-21 17:30:00
Mar,14,2018, 17:30,5.022,2.023,2.408,2018-03-14 17:30:00
Mar,7,2018, 18:30,2.408,2.723,3.019,2018-03-07 18:30:00
Feb,28,2018, 18:30,3.019,2.4,-1.616,2018-02-28 18:30:00
Feb,22,2018, 19:00,-1.616,1.795,1.841,2018-02-22 19:00:00
Feb,14,2018, 18:30,1.841,2.825,1.895,2018-02-14 18:30:00
Feb,7,2018, 18:30,1.895,3.189,6.776,2018-02-07 18:30:00
Jan,31,2018, 18:30,6.776,0.126,-1.071,2018-01-31 18:30:00
Jan,24,2018, 18:30,-1.071,-1.0,-6.861,2018-01-24 18:30:00
Jan,18,2018, 19:00,-6.861,-3.536,-4.948,2018-01-18 19:00:00
Jan,10,2018, 18:30,-4.948,-3.89,-7.419,2018-01-10 18:30:00
Jan,4,2018, 19:00,-7.419,-5.148,-4.609,2018-01-04 19:00:00
Dec,28,2017, 19:00,-4.609,-3.97,-6.495,2017-12-28 19:00:00
Dec,20,2017, 18:30,-6.495,-3.769,-5.117,2017-12-20 18:30:00
Dec,13,2017, 18:30,-5.117,-3.759,-5.61,2017-12-13 18:30:00
Dec,6,2017, 18:30,-5.61,-3.404,-3.429,2017-12-06 18:30:00
Nov,29,2017, 18:30,-3.429,-2.301,-1.855,2017-11-29 18:30:00
Nov,22,2017, 18:30,-1.855,-1.545,1.854,2017-11-22 18:30:00
Nov,15,2017, 18:30,1.854,-2.2,2.237,2017-11-15 18:30:00
Nov,8,2017, 18:30,2.237,-2.876,-2.435,2017-11-08 18:30:00
Nov,1,2017, 17:30,-2.435,-1.756,0.856,2017-11-01 17:30:00
Oct,25,2017, 17:30,0.856,-2.578,-5.731,2017-10-25 17:30:00
Oct,18,2017, 17:30,-5.731,-4.242,-2.747,2017-10-18 17:30:00
Oct,12,2017, 18:00,-2.747,-1.991,-6.023,2017-10-12 18:00:00
Oct,4,2017, 17:30,-6.023,-0.756,-1.846,2017-10-04 17:30:00
Sep,27,2017, 17:30,-1.846,3.422,4.591,2017-09-27 17:30:00
Sep,20,2017, 17:30,4.591,3.493,5.888,2017-09-20 17:30:00
Sep,13,2017, 17:30,5.888,3.238,4.58,2017-09-13 17:30:00
Sep,7,2017, 18:00,4.58,4.022,-5.392,2017-09-07 18:00:00
Aug,30,2017, 17:30,-5.392,-1.908,-3.327,2017-08-30 17:30:00
Aug,23,2017, 17:30,-3.327,-3.45,-8.945,2017-08-23 17:30:00
Aug,16,2017, 17:30,-8.945,-3.058,-6.451,2017-08-16 17:30:00
Aug,9,2017, 17:30,-6.451,-2.72,-1.527,2017-08-09 17:30:00
Aug,2,2017, 17:30,-1.527,-2.957,-7.208,2017-08-02 17:30:00
Jul,26,2017, 17:30,-7.208,-2.629,-4.727,2017-07-26 17:30:00
Jul,19,2017, 17:30,-4.727,-3.214,-7.564,2017-07-19 17:30:00
Jul,12,2017, 17:30,-7.564,-2.85,-6.299,2017-07-12 17:30:00
Jul,6,2017, 18:00,-6.299,-2.283,0.118,2017-07-06 18:00:00
Jun,28,2017, 17:30,0.118,-2.585,-2.451,2017-06-28 17:30:00
Jun,21,2017, 17:30,-2.451,-2.106,-1.661,2017-06-21 17:30:00
Jun,14,2017, 17:30,-1.661,-2.739,3.295,2017-06-14 17:30:00
Jun,7,2017, 17:30,3.295,-3.464,-6.428,2017-06-07 17:30:00
Jun,1,2017, 18:00,-6.428,-2.517,-4.432,2017-06-01 18:00:00
May,24,2017, 17:30,-4.432,-2.419,-1.753,2017-05-24 17:30:00
May,17,2017, 17:30,-1.753,-2.36,-5.247,2017-05-17 17:30:00
May,10,2017, 17:30,-5.247,-1.786,-0.93,2017-05-10 17:30:00
May,3,2017, 17:30,-0.93,-2.333,-3.641,2017-05-03 17:30:00
Apr,26,2017, 17:30,-3.641,-1.661,-1.034,2017-04-26 17:30:00
Apr,19,2017, 17:30,-1.034,-1.47,-2.166,2017-04-19 17:30:00
Apr,12,2017, 17:30,-2.166,0.087,1.566,2017-04-12 17:30:00
Apr,5,2017, 17:30,1.566,-0.435,0.867,2017-04-05 17:30:00
Mar,29,2017, 17:30,0.867,1.357,4.954,2017-03-29 17:30:00
Mar,22,2017, 17:30,4.954,2.801,-0.237,2017-03-22 17:30:00
Mar,15,2017, 17:30,-0.237,3.713,8.209,2017-03-15 17:30:00
Mar,8,2017, 18:30,8.209,1.967,1.501,2017-03-08 18:30:00
Mar,1,2017, 18:30,1.501,3.079,0.564,2017-03-01 18:30:00
Feb,23,2017, 19:00,0.564,3.475,9.527,2017-02-23 19:00:00
Feb,15,2017, 18:30,9.527,3.513,13.83,2017-02-15 18:30:00
Feb,8,2017, 18:30,13.83,2.529,6.466,2017-02-08 18:30:00
Feb,1,2017, 18:30,6.466,3.289,2.84,2017-02-01 18:30:00
Jan,25,2017, 18:30,2.84,2.815,2.347,2017-01-25 18:30:00
Jan,19,2017, 19:00,2.347,-0.342,4.097,2017-01-19 19:00:00
Jan,11,2017, 18:30,4.097,1.162,-7.051,2017-01-11 18:30:00
Jan,5,2017, 19:00,-7.051,-2.152,0.614,2017-01-05 19:00:00
Dec,29,2016, 19:00,0.614,-2.06,2.256,2016-12-29 19:00:00
Dec,21,2016, 18:30,2.256,-2.515,-2.563,2016-12-21 18:30:00
Dec,14,2016, 18:30,-2.563,-1.584,-2.389,2016-12-14 18:30:00
Dec,7,2016, 18:30,-2.389,-1.032,-0.884,2016-12-07 18:30:00
Nov,30,2016, 18:30,-0.884,0.636,-1.255,2016-11-30 18:30:00
Nov,23,2016, 18:30,-1.255,0.671,5.274,2016-11-23 18:30:00
Nov,16,2016, 18:30,5.274,1.48,2.432,2016-11-16 18:30:00
Nov,9,2016, 18:30,2.432,1.33,14.42,2016-11-09 18:30:00
Nov,2,2016, 17:30,14.42,1.013,-0.553,2016-11-02 17:30:00
Oct,26,2016, 17:30,-0.553,1.699,-5.2,2016-10-26 17:30:00
Oct,19,2016, 17:30,-5.247,2.705,4.9,2016-10-19 17:30:00
Oct,13,2016, 18:00,4.9,0.65,-2.976,2016-10-13 18:00:00
Oct,5,2016, 17:30,-2.976,2.56,-1.882,2016-10-05 17:30:00
Sep,28,2016, 17:30,-1.882,2.995,-6.2,2016-09-28 17:30:00
Sep,21,2016, 17:30,-6.2,3.35,-0.559,2016-09-21 17:30:00
Sep,14,2016, 17:30,-0.559,3.8,-14.513,2016-09-14 17:30:00
Sep,8,2016, 18:00,-14.513,0.225,2.276,2016-09-08 18:00:00
Aug,31,2016, 17:30,2.276,0.921,2.501,2016-08-31 17:30:00
Aug,24,2016, 17:30,2.501,-0.455,-2.508,2016-08-24 17:30:00
Aug,17,2016, 17:30,-2.508,0.522,1.055,2016-08-17 17:30:00
Aug,10,2016, 17:30,1.055,-1.025,1.413,2016-08-10 17:30:00
Aug,3,2016, 17:30,1.413,-1.363,1.671,2016-08-03 17:30:00
Jul,27,2016, 17:30,1.671,-2.257,-2.342,2016-07-27 17:30:00
Jul,20,2016, 17:30,-2.342,-2.1,-2.546,2016-07-20 17:30:00
Jul,13,2016, 17:30,-2.546,-2.95,-2.223,2016-07-13 17:30:00
Jul,7,2016, 18:00,-2.223,-2.25,-4.053,2016-07-07 18:00:00
Jun,29,2016, 17:30,-4.053,-2.365,-0.917,2016-06-29 17:30:00
Jun,22,2016, 17:30,-0.917,-1.671,-0.933,2016-06-22 17:30:00
Jun,15,2016, 17:30,-0.933,-2.26,-3.226,2016-06-15 17:30:00
Jun,8,2016, 17:30,-3.226,-2.74,-1.366,2016-06-08 17:30:00
Jun,2,2016, 18:00,-1.366,-2.49,-4.226,2016-06-02 18:00:00
May,25,2016, 17:30,-4.226,-2.45,1.31,2016-05-25 17:30:00
May,18,2016, 17:30,1.31,-2.833,-3.41,2016-05-18 17:30:00
May,11,2016, 17:30,-3.41,0.714,2.784,2016-05-11 17:30:00
May,4,2016, 17:30,2.784,1.695,1.999,2016-05-04 17:30:00
Apr,27,2016, 17:30,1.999,2.366,2.08,2016-04-27 17:30:00
Apr,20,2016, 17:30,2.08,2.4,6.634,2016-04-20 17:30:00
Apr,13,2016, 17:30,6.634,1.85,-4.937,2016-04-13 17:30:00
Apr,6,2016, 17:30,-4.937,3.15,2.299,2016-04-06 17:30:00
Mar,30,2016, 17:30,2.299,3.3,9.357,2016-03-30 17:30:00
Mar,23,2016, 17:30,9.357,3.09,1.317,2016-03-23 17:30:00
Mar,16,2016, 17:30,1.317,3.414,3.88,2016-03-16 17:30:00
Mar,9,2016, 18:30,3.88,3.867,10.374,2016-03-09 18:30:00
Mar,2,2016, 18:30,10.374,3.604,3.502,2016-03-02 18:30:00
Feb,24,2016, 18:30,3.502,3.427,2.147,2016-02-24 18:30:00
Feb,18,2016, 19:00,2.147,3.92,-0.754,2016-02-18 19:00:00
Feb,10,2016, 18:30,-0.754,3.55,7.792,2016-02-10 18:30:00
Feb,3,2016, 18:30,7.792,4.76,8.383,2016-02-03 18:30:00
Jan,27,2016, 18:30,8.383,3.277,3.979,2016-01-27 18:30:00
Jan,21,2016, 19:00,3.979,2.811,0.234,2016-01-21 19:00:00
Jan,13,2016, 18:30,0.234,2.504,-5.085,2016-01-13 18:30:00
Jan,6,2016, 18:30,-5.085,0.439,2.629,2016-01-06 18:30:00
Dec,30,2015, 18:30,2.629,-2.457,-5.877,2015-12-30 18:30:00
Dec,23,2015, 18:30,-5.877,1.083,4.801,2015-12-23 18:30:00
Dec,16,2015, 18:30,4.801,-1.417,-3.568,2015-12-16 18:30:00
Dec,9,2015, 18:30,-3.568,0.252,1.177,2015-12-09 18:30:00
Dec,2,2015, 18:30,1.177,-0.471,0.961,2015-12-02 18:30:00
Nov,25,2015, 18:30,0.961,1.2,0.252,2015-11-25 18:30:00
Nov,18,2015, 18:30,0.252,1.9,4.224,2015-11-18 18:30:00
Nov,12,2015, 19:00,4.224,1.016,2.847,2015-11-12 19:00:00
Nov,4,2015, 18:30,2.847,2.787,3.376,2015-11-04 18:30:00
Oct,28,2015, 17:30,3.376,3.417,8.028,2015-10-28 17:30:00
Oct,21,2015, 17:30,8.028,3.867,7.562,2015-10-21 17:30:00
Oct,15,2015, 18:00,7.562,2.848,3.073,2015-10-15 18:00:00
Oct,7,2015, 17:30,3.073,2.2,3.955,2015-10-07 17:30:00
Sep,30,2015, 17:30,3.955,0.102,-1.925,2015-09-30 17:30:00
Sep,23,2015, 17:30,-1.925,-0.533,-2.104,2015-09-23 17:30:00
Sep,16,2015, 17:30,-2.104,1.173,2.57,2015-09-16 17:30:00
Sep,10,2015, 18:00,2.57,0.933,4.667,2015-09-10 18:00:00
Sep,2,2015, 17:30,4.667,0.032,-5.452,2015-09-02 17:30:00
Aug,26,2015, 17:30,-5.452,1.022,2.62,2015-08-26 17:30:00
Aug,19,2015, 17:30,2.62,-0.777,-1.682,2015-08-19 17:30:00
Aug,12,2015, 17:30,-1.682,-1.817,-4.407,2015-08-12 17:30:00
Aug,5,2015, 17:30,-4.407,-1.494,-4.203,2015-08-05 17:30:00
Jul,29,2015, 17:30,-4.203,-0.184,2.468,2015-07-29 17:30:00
Jul,22,2015, 17:30,2.468,-2.258,-4.346,2015-07-22 17:30:00
Jul,15,2015, 17:30,-4.346,-1.158,0.384,2015-07-15 17:30:00
Jul,8,2015, 17:30,0.384,-0.7,2.386,2015-07-08 17:30:00
Jul,1,2015, 17:30,2.386,-2.0,-4.934,2015-07-01 17:30:00
Jun,24,2015, 17:30,-4.934,-2.1,-2.676,2015-06-24 17:30:00
Jun,17,2015, 17:30,-2.676,-1.657,-6.812,2015-06-17 17:30:00
Jun,10,2015, 17:30,-6.812,-1.72,-1.948,2015-06-10 17:30:00
Jun,3,2015, 17:30,-1.948,-1.7,-2.802,2015-06-03 17:30:00
May,28,2015, 18:00,-2.802,-0.857,-2.674,2015-05-28 18:00:00
May,20,2015, 17:30,-2.674,-1.029,-2.191,2015-05-20 17:30:00
May,13,2015, 17:30,-2.191,0.386,-3.882,2015-05-13 17:30:00
May,6,2015, 17:30,-3.882,1.5,1.91,2015-05-06 17:30:00
Apr,29,2015, 17:30,1.91,2.3,5.315,2015-04-29 17:30:00
Apr,22,2015, 17:30,5.315,2.888,1.294,2015-04-22 17:30:00
Apr,15,2015, 17:30,1.294,4.057,10.949,2015-04-15 17:30:00
Apr,8,2015, 17:30,10.949,3.429,4.766,2015-04-08 17:30:00
Apr,1,2015, 17:30,4.766,4.193,8.17,2015-04-01 17:30:00
Mar,25,2015, 17:30,8.17,5.133,9.622,2015-03-25 17:30:00
Mar,18,2015, 17:30,9.622,3.75,4.512,2015-03-18 17:30:00
Mar,11,2015, 17:30,4.512,4.436,10.303,2015-03-11 17:30:00
Mar,4,2015, 18:30,10.303,4.157,8.427,2015-03-04 18:30:00
Feb,25,2015, 18:30,8.427,3.983,7.716,2015-02-25 18:30:00
Feb,19,2015, 19:00,7.716,3.233,4.868,2015-02-19 19:00:00
Feb,11,2015, 18:30,4.868,3.733,6.333,2015-02-11 18:30:00
Feb,4,2015, 18:30,6.333,3.467,8.874,2015-02-04 18:30:00
Jan,28,2015, 18:30,8.874,4.08,10.071,2015-01-28 18:30:00
Jan,22,2015, 19:00,10.071,2.617,5.389,2015-01-22 19:00:00
Jan,14,2015, 18:30,5.389,0.417,-3.062,2015-01-14 18:30:00
Jan,7,2015, 18:30,-3.062,0.88,-1.754,2015-01-07 18:30:00
Dec,31,2014, 18:30,-1.754,-0.07,7.267,2014-12-31 18:30:00
Dec,24,2014, 18:30,7.267,-2.28,-0.847,2014-12-24 18:30:00
Dec,17,2014, 18:30,-0.847,-2.36,1.454,2014-12-17 18:30:00
Dec,10,2014, 18:30,1.454,-2.24,-3.689,2014-12-10 18:30:00
Dec,3,2014, 18:30,-3.689,1.3,1.946,2014-12-03 18:30:00
Nov,26,2014, 18:30,1.946,0.467,2.608,2014-11-26 18:30:00
Nov,19,2014, 18:30,2.608,-0.78,-1.735,2014-11-19 18:30:00
Nov,13,2014, 19:00,-1.735,0.75,0.46,2014-11-13 19:00:00
Nov,5,2014, 18:30,0.46,1.9,2.061,2014-11-05 18:30:00
Oct,29,2014, 17:30,2.061,3.371,7.111,2014-10-29 17:30:00
Oct,22,2014, 17:30,7.111,2.686,8.923,2014-10-22 17:30:00
Oct,16,2014, 18:00,8.923,2.783,5.015,2014-10-16 18:00:00
Oct,8,2014, 17:30,5.015,1.533,-1.363,2014-10-08 17:30:00
Oct,1,2014, 17:30,-1.363,0.7,-4.273,2014-10-01 17:30:00
Sep,24,2014, 17:30,-4.273,0.386,3.673,2014-09-24 17:30:00
Sep,17,2014, 17:30,3.673,-1.614,-0.972,2014-09-17 17:30:00
Sep,10,2014, 17:30,-0.972,-1.114,-0.905,2014-09-10 17:30:00
Sep,4,2014, 18:00,-0.905,-1.113,-2.07,2014-09-04 18:00:00
Aug,27,2014, 17:30,-2.07,-1.286,-4.474,2014-08-27 17:30:00
Aug,20,2014, 17:30,-4.474,-1.163,1.401,2014-08-20 17:30:00
Aug,13,2014, 17:30,1.401,-2.029,-1.756,2014-08-13 17:30:00
Aug,6,2014, 17:30,-1.756,-1.711,-3.697,2014-08-06 17:30:00
Jul,30,2014, 17:30,-3.697,-1.471,-3.969,2014-07-30 17:30:00
Jul,23,2014, 17:30,-3.969,-2.786,-7.525,2014-07-23 17:30:00
Jul,16,2014, 17:30,-7.525,-2.086,-2.37,2014-07-16 17:30:00
Jul,9,2014, 17:30,-2.37,-2.15,-3.155,2014-07-09 17:30:00
Jul,2,2014, 17:30,-3.155,-2.229,1.742,2014-07-02 17:30:00
Jun,25,2014, 17:30,1.742,-1.557,-0.579,2014-06-25 17:30:00
Jun,18,2014, 17:30,-0.579,-0.65,-2.596,2014-06-18 17:30:00
Jun,11,2014, 17:30,-2.596,-1.871,-3.431,2014-06-11 17:30:00
Jun,4,2014, 17:30,-3.431,-0.271,1.657,2014-06-04 17:30:00
May,29,2014, 18:00,1.657,0.483,-7.226,2014-05-29 18:00:00
May,21,2014, 17:30,-7.226,0.75,0.947,2014-05-21 17:30:00
May,14,2014, 17:30,0.947,-0.1,-1.781,2014-05-14 17:30:00
May,7,2014, 17:30,-1.781,1.417,1.698,2014-05-07 17:30:00
Apr,30,2014, 17:30,1.698,2.367,3.524,2014-04-30 17:30:00
Apr,23,2014, 17:30,3.524,2.275,10.013,2014-04-23 17:30:00
Apr,16,2014, 17:30,10.013,2.25,4.03,2014-04-16 17:30:00
Apr,9,2014, 17:30,4.03,1.329,-2.379,2014-04-09 17:30:00
Apr,2,2014, 17:30,-2.379,1.086,6.619,2014-04-02 17:30:00
Mar,26,2014, 17:30,6.619,2.743,5.85,2014-03-26 17:30:00
Mar,19,2014, 17:30,5.85,2.608,6.18,2014-03-19 17:30:00
Mar,12,2014, 17:30,6.18,2.15,1.429,2014-03-12 17:30:00
Mar,5,2014, 18:30,1.429,1.333,0.068,2014-03-05 18:30:00
Feb,26,2014, 18:30,0.068,1.236,0.973,2014-02-26 18:30:00
Feb,20,2014, 19:00,0.973,2.013,3.267,2014-02-20 19:00:00
Feb,12,2014, 18:30,3.267,2.65,0.44,2014-02-12 18:30:00
Feb,5,2014, 18:30,0.44,2.3,6.421,2014-02-05 18:30:00
Jan,29,2014, 18:30,6.421,2.338,0.99,2014-01-29 18:30:00
Jan,23,2014, 19:00,0.99,0.588,-7.658,2014-01-23 19:00:00
Jan,15,2014, 18:30,-7.658,-0.613,-2.675,2014-01-15 18:30:00
Jan,8,2014, 18:30,-2.675,-0.894,-7.007,2014-01-08 18:30:00
Jan,3,2014, 19:00,-7.007,-2.975,-4.731,2014-01-03 19:00:00
