ts_event,open,high,low,close
2002-07-02,3.367926044336183,3.6933125994555547,3.2052931801732893,3.247582557927385
2002-07-03,2.8797857982603356,3.5306797352926607,2.8797857982603356,3.2052931801732893
2002-07-05,3.2052931801732893,3.2052931801732893,3.2052931801732893,3.2052931801732893
2002-07-08,2.8797857982603356,2.8797857982603356,2.8797857982603356,2.8797857982603356
2002-07-09,2.8797857982603356,3.367926044336183,2.8797857982603356,3.367926044336183
2002-07-10,2.7984693661788884,3.367926044336183,2.7984693661788884,3.367926044336183
2002-07-11,3.367926044336183,3.367926044336183,3.367926044336183,3.367926044336183
2002-07-12,3.2052931801732893,3.2052931801732893,3.2052931801732893,3.2052931801732893
2002-07-15,3.1238559212982593,3.1238559212982593,2.3917663789780708,2.473082811059518
2002-07-16,2.473082811059518,2.473082811059518,2.3917663789780708,2.3917663789780708
2002-07-17,2.3917663789780708,2.3917663789780708,2.3103291201030407,2.3917663789780708
2002-07-18,2.3266407372367635,2.3266407372367635,2.147696255940147,2.147696255940147
2002-07-19,2.098882231332562,2.098882231332562,1.594551194916575,1.740993268739329
2002-07-22,1.740993268739329,1.740993268739329,1.5782395777828522,1.6433652195241597
2002-07-23,1.6433652195241597,1.6433652195241597,1.6433652195241597,1.6433652195241597
2002-07-24,1.6433652195241597,1.740993268739329,1.6433652195241597,1.740993268739329
2002-07-25,1.627053602390437,1.740993268739329,1.627053602390437,1.627053602390437
2002-07-26,1.627053602390437,1.627053602390437,1.627053602390437,1.627053602390437
2002-07-29,1.740993268739329,1.9361285403760853,1.7246816516056065,1.9361285403760853
2002-07-30,1.9849425649836703,2.180198663414009,1.9849425649836703,2.0663798238587003
2002-07-31,2.196510280547732,2.229012688021594,2.147696255940147,2.229012688021594
2002-08-01,2.16400787307387,2.196510280547732,2.16400787307387,2.16400787307387
2002-08-02,2.16400787307387,2.16400787307387,2.16400787307387,2.16400787307387
2002-08-05,2.196510280547732,2.229012688021594,2.180198663414009,2.180198663414009
2002-08-06,2.229012688021594,2.229012688021594,2.229012688021594,2.229012688021594
2002-08-07,2.2224880411681047,2.2453243051553167,2.212821897681455,2.2453243051553167
2002-08-08,2.2616359222890394,2.2616359222890394,2.2453243051553167,2.2616359222890394
2002-08-09,2.277826712629179,2.277826712629179,2.277826712629179,2.277826712629179
2002-08-12,2.277826712629179,2.277826712629179,2.2616359222890394,2.277826712629179
2002-08-13,2.2941383297629017,2.2941383297629017,2.2616359222890394,2.2941383297629017
2002-08-14,2.277826712629179,2.2941383297629017,2.277826712629179,2.2941383297629017
2002-08-15,2.277826712629179,2.277826712629179,2.2616359222890394,2.2616359222890394
2002-08-16,2.229012688021594,2.277826712629179,2.229012688021594,2.277826712629179
2002-08-19,2.277826712629179,2.277826712629179,2.115193848466285,2.115193848466285
2002-08-20,2.098882231332562,2.098882231332562,2.098882231332562,2.098882231332562
2002-08-21,2.196510280547732,2.229012688021594,2.147696255940147,2.147696255940147
2002-08-22,2.147696255940147,2.147696255940147,1.9036261329022233,1.9036261329022233
2002-08-23,1.9036261329022233,1.9361285403760853,1.9036261329022233,1.9361285403760853
2002-08-26,1.9036261329022233,1.9036261329022233,1.8548121082946387,1.8613367551481272
2002-08-27,1.8548121082946387,1.9036261329022233,1.7441347653724908,1.7441347653724908
2002-08-28,1.740993268739329,1.740993268739329,1.5782395777828522,1.6107419852567146
2002-08-29,1.6433652195241597,1.6433652195241597,1.6107419852567146,1.6433652195241597
2002-08-30,1.6758676269980215,1.6758676269980215,1.5782395777828522,1.5782395777828522
2002-09-03,1.5619279606491299,1.5782395777828522,1.350481071878651,1.54573717030899
2002-09-04,1.3666718622187903,1.415485886826375,1.2203506151896195,1.350481071878651
2002-09-05,1.350481071878651,1.350481071878651,1.350481071878651,1.350481071878651
2002-09-06,1.350481071878651,1.4806115285676826,1.350481071878651,1.4806115285676826
2002-09-09,1.4969231457014054,1.54573717030899,1.4806115285676826,1.513113936041545
2002-09-10,1.54573717030899,1.5619279606491299,1.519638582895034,1.54573717030899
2002-09-11,1.5782395777828522,1.594551194916575,1.54573717030899,1.594551194916575
2002-09-12,1.6107419852567146,1.6107419852567146,1.54573717030899,1.54573717030899
2002-09-13,1.54573717030899,1.558665637222385,1.54573717030899,1.558665637222385
2002-09-16,1.558665637222385,1.5782395777828522,1.5294255531752672,1.5782395777828522
2002-09-17,1.4969231457014054,1.54573717030899,1.4969231457014054,1.54573717030899
2002-09-18,1.5359502000287568,1.5359502000287568,1.5359502000287568,1.5359502000287568
2002-09-19,1.513113936041545,1.513113936041545,1.513113936041545,1.513113936041545
2002-09-20,1.4642999114339603,1.4642999114339603,1.382983479352513,1.382983479352513
2002-09-23,1.4969231457014054,1.4969231457014054,1.4806115285676826,1.4806115285676826
2002-09-24,1.382983479352513,1.382983479352513,1.382983479352513,1.382983479352513
2002-09-25,1.4481091210938206,1.4806115285676826,1.415485886826375,1.4481091210938206
2002-09-26,1.4806115285676826,1.4806115285676826,1.4806115285676826,1.4806115285676826
2002-09-27,1.4481091210938206,1.4481091210938206,1.350481071878651,1.4123443901932142
2002-09-30,1.350481071878651,1.3666718622187903,1.350481071878651,1.3666718622187903
2002-10-01,1.415485886826375,1.415485886826375,1.415485886826375,1.415485886826375
2002-10-02,1.415485886826375,1.415485886826375,1.350481071878651,1.4058197433397246
2002-10-03,1.4317975039600979,1.4317975039600979,1.4317975039600979,1.4317975039600979
2002-10-04,1.4317975039600979,1.4317975039600979,1.4317975039600979,1.4317975039600979
2002-10-07,1.382983479352513,1.415485886826375,1.382983479352513,1.415485886826375
2002-10-08,1.350481071878651,1.350481071878651,1.3341694547449283,1.3341694547449283
2002-10-09,1.3341694547449283,1.350481071878651,1.2528530226634815,1.2528530226634815
2002-10-10,1.2528530226634815,1.2528530226634815,1.2528530226634815,1.2528530226634815
2002-10-11,1.2853554301373435,1.2853554301373435,1.2365414055297588,1.2528530226634815
2002-10-14,1.2365414055297588,1.2528530226634815,1.2203506151896195,1.249590699236737
2002-10-15,1.187727380922174,1.187727380922174,1.073908541366865,1.1389133563145892
2002-10-16,1.073908541366865,1.0900993317070045,1.0087828996255577,1.0412853070994197
2002-10-17,0.9957336059185794,1.0250945167592804,0.9274664675441108,1.0087828996255577
2002-10-18,1.0087828996255577,1.0087828996255577,1.0087828996255577,1.0087828996255577
2002-10-21,1.0087828996255577,1.0087828996255577,0.8949640600702488,0.94365725788425
2002-10-22,0.9274664675441108,0.9599688750179729,0.9274664675441108,0.9274664675441108
2002-10-23,0.8623408258028034,0.8623408258028034,0.8298384183289412,0.8623408258028034
2002-10-24,0.8298384183289412,0.8298384183289412,0.6670847273724643,0.6833963445061867
2002-10-25,0.6020799124247399,0.6670847273724643,0.3905121968606781,0.6670847273724643
2002-10-28,0.7647127765876338,0.7647127765876338,0.6020799124247399,0.6020799124247399
2002-10-29,0.7647127765876338,0.8461500354626641,0.6997079616399094,0.8461500354626641
2002-10-30,0.6997079616399094,0.8135268011952185,0.6833963445061867,0.7810243937213566
2002-10-31,0.7810243937213566,0.7810243937213566,0.7485219862474944,0.7647127765876338
2002-11-01,0.715898751980049,0.7647127765876338,0.715898751980049,0.7647127765876338
2002-11-04,0.8298384183289412,0.8298384183289412,0.7647127765876338,0.7647127765876338
2002-11-05,0.7647127765876338,0.7647127765876338,0.7647127765876338,0.7647127765876338
2002-11-06,0.7973360108550792,0.7973360108550792,0.7973360108550792,0.7973360108550792
2002-11-07,0.8298384183289412,0.8298384183289412,0.7647127765876338,0.7647127765876338
2002-11-08,0.7647127765876338,0.7647127765876338,0.7647127765876338,0.7647127765876338
2002-11-11,0.8298384183289412,0.8949640600702488,0.8200514480487074,0.8949640600702488
2002-11-12,0.8949640600702488,0.8949640600702488,0.8949640600702488,0.8949640600702488
2002-11-13,0.8949640600702488,1.0510722773796535,0.8949640600702488,1.0510722773796535
2002-11-14,1.0510722773796535,1.073908541366865,1.0510722773796535,1.073908541366865
2002-11-15,1.0900993317070045,1.0900993317070045,1.0575969242331422,1.0575969242331422
2002-11-18,1.073908541366865,1.0900993317070045,1.0641215710866312,1.0900993317070045
2002-11-19,1.0575969242331422,1.0575969242331422,1.0087828996255577,1.0153075464790466
2002-11-20,1.0575969242331422,1.0575969242331422,1.0575969242331422,1.0575969242331422
2002-11-21,1.0575969242331422,1.0575969242331422,0.9957336059185794,1.0575969242331422
2002-11-22,1.005520576198813,1.0575969242331422,1.005520576198813,1.0575969242331422
2002-11-25,1.0575969242331422,1.0575969242331422,1.0575969242331422,1.0575969242331422
2002-11-26,1.0575969242331422,1.3666718622187903,1.0575969242331422,1.350481071878651
2002-11-27,1.3508435522594004,1.5782395777828522,1.3508435522594004,1.5782395777828522
2002-11-29,1.5782395777828522,1.9036261329022233,1.5782395777828522,1.5782395777828522
2002-12-02,1.5782395777828522,1.6433652195241597,1.5782395777828522,1.627053602390437
2002-12-03,1.627053602390437,1.627053602390437,1.627053602390437,1.627053602390437
2002-12-04,1.594551194916575,1.6595560098642996,1.594551194916575,1.594551194916575
2002-12-05,1.594551194916575,1.740993268739329,1.594551194916575,1.740993268739329
2002-12-06,1.708370034471884,1.8223097008207758,1.708370034471884,1.8059980836870537
2002-12-09,1.740993268739329,1.8223097008207758,1.7246816516056065,1.7246816516056065
2002-12-10,1.789807293346914,1.8223097008207758,1.7441347653724908,1.7734956762131913
2002-12-11,1.7441347653724908,1.789807293346914,1.7441347653724908,1.7734956762131913
2002-12-12,1.789807293346914,1.9687517746435308,1.789807293346914,1.9361285403760853
