ts_event,open,high,low,close,volume
2014-02-05 00:00:00+00:00,3453.5,3463.25,3412.0,3451.0,356890
2014-02-06 00:00:00+00:00,3450.75,3499.25,3447.75,3491.0,266827
2014-02-07 00:00:00+00:00,3491.0,3561.75,3479.5,3561.75,367354
2014-02-09 00:00:00+00:00,3560.25,3563.75,3558.5,3559.0,1605
2014-02-10 00:00:00+00:00,3559.0,3581.75,3550.5,3579.25,204042
2014-02-11 00:00:00+00:00,3579.5,3626.0,3579.5,3612.25,249545
2014-02-12 00:00:00+00:00,3612.25,3633.5,3610.25,3620.5,251419
2014-02-13 00:00:00+00:00,3620.25,3656.0,3596.75,3649.75,287896
2014-02-14 00:00:00+00:00,3649.75,3668.0,3638.0,3661.0,211740
2014-02-17 00:00:00+00:00,3666.25,3669.0,3663.0,3665.0,642
2014-02-18 00:00:00+00:00,3665.0,3684.75,3654.0,3670.25,205567
2014-02-19 00:00:00+00:00,3670.0,3679.5,3645.25,3656.5,276690
2014-02-20 00:00:00+00:00,3656.25,3677.0,3638.25,3670.75,268976
2014-02-21 00:00:00+00:00,3671.0,3686.75,3660.75,3663.75,186019
2014-02-23 00:00:00+00:00,3665.75,3668.25,3663.75,3665.5,672
2014-02-24 00:00:00+00:00,3666.0,3701.5,3655.0,3687.0,205124
2014-02-25 00:00:00+00:00,3687.5,3697.25,3668.5,3689.75,234789
2014-02-26 00:00:00+00:00,3689.75,3702.25,3662.5,3680.0,270912
2014-02-27 00:00:00+00:00,3680.25,3706.75,3661.25,3699.75,263397
2014-02-28 00:00:00+00:00,3699.5,3722.5,3665.0,3700.0,323498
2014-03-02 00:00:00+00:00,3678.0,3678.0,3662.25,3666.0,7130
2014-03-03 00:00:00+00:00,3666.0,3679.75,3637.0,3672.5,366304
2014-03-04 00:00:00+00:00,3672.25,3723.25,3671.25,3716.5,262922
2014-03-05 00:00:00+00:00,3716.5,3732.5,3712.5,3729.25,204649
2014-03-06 00:00:00+00:00,3729.25,3737.25,3709.25,3724.25,216691
2014-03-07 00:00:00+00:00,3724.0,3740.5,3685.75,3704.25,302268
2014-03-09 00:00:00+00:00,3701.5,3703.5,3698.25,3700.25,1925
2014-03-10 00:00:00+00:00,3700.25,3712.0,3684.0,3706.75,189990
2014-03-11 00:00:00+00:00,3707.0,3726.0,3681.0,3686.0,256056
2014-03-12 00:00:00+00:00,3685.75,3712.5,3661.5,3712.25,286590
2014-03-13 00:00:00+00:00,3712.0,3722.25,3636.25,3654.25,373294
2014-03-14 00:00:00+00:00,3654.5,3661.0,3625.75,3628.0,89814
2014-03-16 00:00:00+00:00,3629.25,3630.0,3608.5,3621.75,1271
2014-03-17 00:00:00+00:00,3614.75,3673.0,3613.75,3652.75,261453
2014-03-18 00:00:00+00:00,3652.75,3702.25,3640.0,3697.75,272513
2014-03-19 00:00:00+00:00,3697.5,3705.25,3652.5,3677.25,289060
2014-03-20 00:00:00+00:00,3677.25,3698.0,3657.25,3689.5,238232
2014-03-21 00:00:00+00:00,3689.25,3712.75,3633.75,3643.0,377030
2014-03-23 00:00:00+00:00,3640.25,3642.5,3634.75,3640.75,1782
2014-03-24 00:00:00+00:00,3640.75,3657.0,3575.5,3614.5,399989
2014-03-25 00:00:00+00:00,3614.75,3652.0,3591.0,3630.5,364345
2014-03-26 00:00:00+00:00,3630.0,3647.5,3570.75,3576.75,353422
2014-03-27 00:00:00+00:00,3576.75,3585.25,3535.25,3558.0,443226
2014-03-28 00:00:00+00:00,3558.0,3601.25,3551.5,3564.0,312134
2014-03-30 00:00:00+00:00,3572.5,3580.25,3572.5,3579.75,2093
2014-03-31 00:00:00+00:00,3579.75,3611.25,3573.25,3581.75,294863
2014-04-01 00:00:00+00:00,3581.5,3652.75,3578.5,3649.25,264903
2014-04-02 00:00:00+00:00,3649.5,3668.5,3642.5,3655.0,239701
2014-04-03 00:00:00+00:00,3654.75,3669.0,3609.0,3635.0,272674
2014-04-04 00:00:00+00:00,3634.5,3657.75,3522.75,3542.0,611795
2014-04-06 00:00:00+00:00,3539.5,3541.5,3530.25,3532.0,3883
2014-04-07 00:00:00+00:00,3531.5,3542.75,3474.5,3503.5,509462
2014-04-08 00:00:00+00:00,3503.75,3536.0,3490.5,3530.5,399228
2014-04-09 00:00:00+00:00,3530.5,3595.75,3526.25,3595.75,334103
2014-04-10 00:00:00+00:00,3595.5,3599.5,3470.25,3481.25,527485
2014-04-11 00:00:00+00:00,3481.0,3493.75,3431.5,3442.75,532411
2014-04-13 00:00:00+00:00,3435.75,3437.0,3425.25,3435.75,3490
2014-04-14 00:00:00+00:00,3436.25,3485.0,3429.0,3471.0,381430
2014-04-15 00:00:00+00:00,3470.75,3501.0,3404.75,3496.0,597856
2014-04-16 00:00:00+00:00,3496.0,3524.5,3479.5,3500.5,400781
2014-04-17 00:00:00+00:00,3500.75,3542.5,3492.5,3524.0,267066
2014-04-20 00:00:00+00:00,3525.0,3535.5,3524.0,3533.5,1085
2014-04-21 00:00:00+00:00,3533.0,3555.0,3516.75,3554.0,152437
2014-04-22 00:00:00+00:00,3554.0,3588.5,3545.75,3583.5,213904
2014-04-23 00:00:00+00:00,3583.5,3599.5,3546.0,3594.0,251736
2014-04-24 00:00:00+00:00,3594.0,3618.25,3544.0,3585.75,390971
2014-04-25 00:00:00+00:00,3585.75,3589.75,3516.5,3531.0,328918
2014-04-27 00:00:00+00:00,3536.0,3536.25,3528.0,3529.5,2280
2014-04-28 00:00:00+00:00,3530.0,3562.5,3480.5,3545.5,480678
2014-04-29 00:00:00+00:00,3545.5,3571.25,3530.0,3555.75,306110
2014-04-30 00:00:00+00:00,3555.5,3579.5,3539.0,3578.75,288849
2014-05-01 00:00:00+00:00,3578.5,3605.5,3570.5,3588.75,194748
2014-05-02 00:00:00+00:00,3588.75,3604.5,3569.5,3575.75,296738
2014-05-04 00:00:00+00:00,3583.25,3584.25,3576.0,3580.25,1344
2014-05-05 00:00:00+00:00,3580.5,3598.0,3548.0,3593.5,235218
2014-05-06 00:00:00+00:00,3593.25,3603.75,3546.75,3550.5,260777
2014-05-07 00:00:00+00:00,3550.5,3566.5,3497.5,3536.0,447283
2014-05-08 00:00:00+00:00,3535.75,3579.75,3518.5,3532.75,388904
2014-05-09 00:00:00+00:00,3532.5,3552.25,3510.5,3550.0,318561
2014-05-11 00:00:00+00:00,3549.25,3556.25,3548.25,3553.75,1505
2014-05-12 00:00:00+00:00,3553.75,3614.25,3552.25,3612.5,247052
2014-05-13 00:00:00+00:00,3612.75,3624.25,3603.5,3607.75,220588
2014-05-14 00:00:00+00:00,3607.75,3615.0,3583.25,3597.25,234732
2014-05-15 00:00:00+00:00,3597.25,3606.75,3540.25,3565.0,398612
2014-05-16 00:00:00+00:00,3565.0,3589.5,3543.0,3584.25,293599
2014-05-18 00:00:00+00:00,3586.75,3590.75,3586.5,3588.25,1393
2014-05-19 00:00:00+00:00,3588.25,3617.5,3565.5,3609.25,220503
2014-05-20 00:00:00+00:00,3609.0,3623.75,3584.5,3595.0,297434
2014-05-21 00:00:00+00:00,3595.0,3635.75,3593.5,3633.5,254027
2014-05-22 00:00:00+00:00,3634.0,3659.75,3631.25,3649.0,217137
2014-05-23 00:00:00+00:00,3649.0,3677.0,3645.25,3675.75,165396
2014-05-25 00:00:00+00:00,3677.5,3686.75,3677.5,3680.75,1430
2014-05-26 00:00:00+00:00,3680.75,3692.5,3677.5,3687.5,10660
2014-05-27 00:00:00+00:00,3687.5,3723.0,3685.5,3720.75,191888
2014-05-28 00:00:00+00:00,3720.75,3730.25,3707.5,3714.75,211647
2014-05-29 00:00:00+00:00,3714.75,3737.25,3713.5,3735.25,184253
2014-05-30 00:00:00+00:00,3735.0,3740.5,3715.25,3728.75,213237
2014-06-01 00:00:00+00:00,3735.0,3735.5,3729.75,3731.0,1289
2014-06-02 00:00:00+00:00,3730.75,3741.5,3707.25,3726.25,223035
2014-06-03 00:00:00+00:00,3726.25,3735.75,3714.0,3732.0,184047
2014-06-04 00:00:00+00:00,3731.75,3749.25,3714.0,3742.0,187658
2014-06-05 00:00:00+00:00,3741.75,3782.0,3734.0,3779.0,280165
2014-06-06 00:00:00+00:00,3778.75,3800.25,3776.0,3800.0,199496
2014-06-08 00:00:00+00:00,3800.0,3800.0,3797.0,3797.75,645
2014-06-09 00:00:00+00:00,3797.5,3803.0,3783.0,3792.75,146748
2014-06-10 00:00:00+00:00,3793.0,3803.0,3784.75,3797.75,150456
2014-06-11 00:00:00+00:00,3798.0,3804.75,3779.5,3799.75,187157
2014-06-15 00:00:00+00:00,3774.75,3776.75,3762.75,3766.5,303
2014-06-16 00:00:00+00:00,3759.25,3783.5,3750.25,3774.5,182642
2014-06-17 00:00:00+00:00,3774.5,3786.0,3763.0,3773.0,183054
2014-06-18 00:00:00+00:00,3772.75,3800.25,3755.0,3795.25,230976
2014-06-19 00:00:00+00:00,3795.25,3803.25,3774.25,3786.0,197268
2014-06-20 00:00:00+00:00,3786.0,3799.5,3784.75,3794.25,156706
2014-06-22 00:00:00+00:00,3792.25,3793.25,3791.0,3793.0,508
2014-06-23 00:00:00+00:00,3793.25,3807.25,3785.25,3792.75,161691
2014-06-24 00:00:00+00:00,3792.75,3828.0,3781.25,3792.75,281759
2014-06-25 00:00:00+00:00,3792.5,3823.5,3783.0,3814.75,249473
2014-06-26 00:00:00+00:00,3814.75,3822.0,3789.0,3817.75,239183
2014-06-27 00:00:00+00:00,3817.5,3837.75,3808.0,3831.75,182476
2014-06-29 00:00:00+00:00,3831.5,3836.0,3831.0,3834.5,938
2014-06-30 00:00:00+00:00,3834.75,3851.25,3827.75,3846.5,154569
2014-07-01 00:00:00+00:00,3846.75,3894.5,3845.25,3886.5,195619
2014-07-02 00:00:00+00:00,3886.75,3896.5,3883.0,3889.75,149933
2014-07-03 00:00:00+00:00,3889.75,3918.0,3888.25,3915.5,121428
2014-07-04 00:00:00+00:00,3915.75,3916.5,3911.5,3913.75,6671
2014-07-06 00:00:00+00:00,3912.75,3915.0,3912.75,3914.5,519
2014-07-07 00:00:00+00:00,3914.5,3915.75,3896.0,3902.75,168293
2014-07-08 00:00:00+00:00,3903.0,3906.75,3841.25,3862.75,331380
2014-07-09 00:00:00+00:00,3862.75,3890.75,3856.5,3885.75,244458
2014-07-10 00:00:00+00:00,3885.75,3889.5,3831.5,3874.75,317220
2014-07-11 00:00:00+00:00,3874.75,3899.0,3871.75,3899.0,200214
2014-07-13 00:00:00+00:00,3898.0,3903.25,3897.75,3902.0,1022
2014-07-14 00:00:00+00:00,3902.0,3930.75,3901.75,3921.5,163381
2014-07-15 00:00:00+00:00,3921.75,3933.5,3880.0,3916.0,332889
2014-07-16 00:00:00+00:00,3915.75,3941.0,3913.75,3919.25,215465
2014-07-17 00:00:00+00:00,3919.25,3927.5,3854.0,3868.0,385197
2014-07-18 00:00:00+00:00,3868.25,3935.75,3866.25,3932.25,285602
2014-07-20 00:00:00+00:00,3929.5,3930.5,3926.5,3930.5,1229
2014-07-21 00:00:00+00:00,3930.5,3934.25,3909.75,3925.0,219029
2014-07-22 00:00:00+00:00,3925.5,3959.5,3925.0,3946.25,199885
2014-07-23 00:00:00+00:00,3946.0,3983.25,3944.75,3979.25,208631
2014-07-24 00:00:00+00:00,3979.25,3991.25,3958.75,3961.0,211488
2014-07-25 00:00:00+00:00,3961.25,3965.5,3937.5,3955.75,207755
2014-07-27 00:00:00+00:00,3954.0,3959.25,3946.5,3949.5,1280
2014-07-28 00:00:00+00:00,3949.5,3970.25,3929.0,3959.25,209588
2014-07-29 00:00:00+00:00,3959.0,3977.5,3948.5,3957.0,220067
2014-07-30 00:00:00+00:00,3957.5,3983.0,3953.25,3967.25,274628
2014-07-31 00:00:00+00:00,3967.0,3969.25,3881.75,3896.5,424945
2014-08-01 00:00:00+00:00,3896.5,3901.25,3847.5,3870.0,460625
2014-08-03 00:00:00+00:00,3873.0,3881.0,3873.0,3877.5,1516
2014-08-04 00:00:00+00:00,3877.75,3915.75,3867.25,3895.5,250547
2014-08-05 00:00:00+00:00,3895.75,3900.25,3851.75,3876.75,356256
2014-08-06 00:00:00+00:00,3876.75,3891.25,3842.0,3872.25,292155
2014-08-07 00:00:00+00:00,3872.75,3892.5,3840.75,3855.25,329937
2014-08-08 00:00:00+00:00,3855.75,3886.75,3826.5,3874.25,314132
2014-08-10 00:00:00+00:00,3874.0,3885.25,3873.75,3882.5,1656
2014-08-11 00:00:00+00:00,3882.25,3917.75,3876.25,3907.25,177544
2014-08-12 00:00:00+00:00,3907.25,3917.25,3883.25,3905.0,220423
2014-08-13 00:00:00+00:00,3905.25,3949.5,3902.25,3944.25,202240
2014-08-14 00:00:00+00:00,3944.25,3974.75,3939.5,3969.75,175189
2014-08-15 00:00:00+00:00,3969.75,3994.5,3947.25,3986.25,361488
2014-08-17 00:00:00+00:00,3991.0,4001.5,3991.0,3998.75,3124
2014-08-18 00:00:00+00:00,3998.5,4019.5,3992.0,4017.25,156691
2014-08-19 00:00:00+00:00,4017.0,4040.5,4016.75,4034.0,151334
2014-08-20 00:00:00+00:00,4034.0,4046.5,4028.75,4043.25,162462
2014-08-21 00:00:00+00:00,4043.0,4049.0,4032.75,4048.25,144853
2014-08-22 00:00:00+00:00,4048.25,4061.0,4036.5,4057.25,211187
2014-08-25 00:00:00+00:00,4057.5,4078.5,4056.75,4066.0,168863
2014-08-26 00:00:00+00:00,4066.0,4075.75,4061.75,4073.25,147148
2014-08-27 00:00:00+00:00,4073.0,4077.0,4063.5,4071.5,127957
2014-08-28 00:00:00+00:00,4071.75,4076.25,4054.5,4073.75,166329
2014-08-29 00:00:00+00:00,4074.0,4086.0,4062.0,4078.75,167175
2014-08-31 00:00:00+00:00,4078.75,4081.75,4076.75,4081.5,476
2014-09-01 00:00:00+00:00,4081.5,4085.0,4076.0,4082.5,12177
2014-09-02 00:00:00+00:00,4083.0,4096.0,4077.75,4092.5,182598
2014-09-03 00:00:00+00:00,4092.75,4113.75,4062.5,4070.5,265025
2014-09-04 00:00:00+00:00,4070.75,4101.0,4056.25,4070.25,270758
2014-09-05 00:00:00+00:00,4070.5,4091.5,4052.0,4090.25,280621
2014-09-07 00:00:00+00:00,4086.5,4087.5,4083.75,4087.0,1269
2014-09-08 00:00:00+00:00,4086.75,4105.0,4075.5,4092.75,204187
2014-09-09 00:00:00+00:00,4092.5,4110.5,4053.25,4061.5,381331
2014-09-10 00:00:00+00:00,4061.5,4096.25,4054.75,4092.25,245116
2014-09-11 00:00:00+00:00,4092.25,4097.0,4060.0,4092.25,249386
2014-09-12 00:00:00+00:00,4092.0,4094.75,4056.75,4065.25,83952
2014-09-14 00:00:00+00:00,4057.5,4064.75,4051.0,4053.75,849
2014-09-15 00:00:00+00:00,4046.25,4068.5,4010.5,4027.5,285540
2014-09-16 00:00:00+00:00,4027.75,4066.5,4004.25,4058.0,298971
2014-09-17 00:00:00+00:00,4057.75,4084.0,4039.25,4066.5,278072
2014-09-18 00:00:00+00:00,4066.5,4107.0,4061.0,4102.5,207525
2014-09-19 00:00:00+00:00,4102.75,4118.75,4076.0,4085.25,273433
2014-09-21 00:00:00+00:00,4091.75,4092.0,4086.0,4091.5,1309
2014-09-22 00:00:00+00:00,4091.25,4092.0,4035.75,4044.5,294321
2014-09-26 00:00:00+00:00,4012.75,4050.5,4004.0,4043.75,281471
2014-09-28 00:00:00+00:00,4045.75,4046.0,4038.25,4038.5,1474
2014-09-29 00:00:00+00:00,4039.0,4051.25,3998.0,4035.5,349273
2014-09-30 00:00:00+00:00,4035.25,4064.75,4024.25,4035.75,336751
2014-10-01 00:00:00+00:00,4035.75,4046.0,3965.5,3982.5,433985
2014-10-02 00:00:00+00:00,3982.0,3995.0,3927.75,3979.25,440315
2014-10-03 00:00:00+00:00,3979.25,4034.75,3979.25,4015.5,284310
2014-10-05 00:00:00+00:00,4017.75,4025.5,4013.5,4024.25,2007
2014-10-06 00:00:00+00:00,4024.25,4040.5,3996.25,4004.0,337032
2014-10-07 00:00:00+00:00,4004.5,4010.25,3948.0,3957.25,384898
2014-10-08 00:00:00+00:00,3957.75,4041.75,3930.75,4028.25,466707
2014-10-09 00:00:00+00:00,4028.0,4047.75,3941.25,3948.5,598381
2014-10-10 00:00:00+00:00,3948.25,3967.0,3851.0,3851.75,671206
2014-10-12 00:00:00+00:00,3848.5,3850.0,3826.5,3838.5,7032
2014-10-13 00:00:00+00:00,3837.75,3885.75,3792.5,3808.5,632929
2014-10-14 00:00:00+00:00,3808.25,3852.75,3793.0,3828.0,600554
2014-10-15 00:00:00+00:00,3828.25,3830.0,3691.25,3750.5,832617
2014-10-16 00:00:00+00:00,3750.25,3786.5,3684.0,3754.75,694034
2014-10-17 00:00:00+00:00,3754.5,3840.5,3742.0,3803.25,475998
2014-10-19 00:00:00+00:00,3811.75,3832.5,3811.75,3825.0,2901
2014-10-20 00:00:00+00:00,3825.25,3883.0,3793.25,3867.75,315663
2014-10-21 00:00:00+00:00,3867.0,3976.0,3846.0,3967.25,381111
2014-10-22 00:00:00+00:00,3967.5,3983.0,3939.5,3951.5,343010
2014-10-23 00:00:00+00:00,3951.5,4024.75,3939.5,4000.25,348821
2014-10-24 00:00:00+00:00,4000.25,4038.5,3970.5,4038.0,286384
2014-10-26 00:00:00+00:00,4035.75,4043.75,4035.0,4042.5,1550
2014-10-27 00:00:00+00:00,4042.5,4049.75,4009.5,4040.25,275099
2014-10-28 00:00:00+00:00,4040.5,4099.75,4037.75,4074.0,264019
2014-10-29 00:00:00+00:00,4073.75,4096.25,4054.75,4069.5,336196
2014-10-30 00:00:00+00:00,4069.0,4102.5,4043.0,4096.25,366561
2014-10-31 00:00:00+00:00,4095.75,4163.5,4091.5,4142.25,312115
2014-11-02 00:00:00+00:00,4150.25,4153.75,4145.5,4149.5,896
2014-11-03 00:00:00+00:00,4149.5,4173.75,4142.0,4154.0,214766
2014-11-04 00:00:00+00:00,4154.25,4164.25,4119.75,4141.5,259869
2014-11-05 00:00:00+00:00,4141.5,4176.25,4133.75,4142.75,269912
2014-11-06 00:00:00+00:00,4143.0,4167.0,4130.25,4166.0,233323
2014-11-07 00:00:00+00:00,4166.25,4179.75,4136.0,4150.75,228925
2014-11-09 00:00:00+00:00,4152.75,4154.75,4148.25,4154.0,765
2014-11-10 00:00:00+00:00,4154.25,4178.5,4144.0,4167.75,164811
2014-11-11 00:00:00+00:00,4167.75,4186.25,4162.0,4181.75,134194
2014-11-12 00:00:00+00:00,4182.0,4198.75,4166.5,4192.75,203017
2014-11-13 00:00:00+00:00,4193.0,4227.0,4191.5,4207.75,294946
2014-11-14 00:00:00+00:00,4208.0,4225.75,4195.75,4225.0,217734
2014-11-16 00:00:00+00:00,4223.25,4223.75,4216.75,4217.75,1001
2014-11-17 00:00:00+00:00,4218.0,4224.5,4191.5,4211.25,230184
2014-11-18 00:00:00+00:00,4211.0,4248.75,4203.0,4237.75,212597
2014-11-19 00:00:00+00:00,4238.0,4242.5,4204.25,4226.5,234325
2014-11-20 00:00:00+00:00,4226.75,4248.25,4201.75,4241.5,214609
2014-11-21 00:00:00+00:00,4241.5,4284.5,4237.5,4249.25,284745
2014-11-23 00:00:00+00:00,4249.75,4254.25,4249.25,4250.25,847
2014-11-24 00:00:00+00:00,4250.5,4286.75,4248.0,4284.5,158117
2014-11-25 00:00:00+00:00,4284.5,4303.25,4276.75,4293.75,169059
2014-11-26 00:00:00+00:00,4293.75,4324.0,4290.5,4319.75,135465
2014-11-27 00:00:00+00:00,4319.75,4332.0,4312.5,4327.25,15846
2014-11-28 00:00:00+00:00,4327.5,4348.0,4318.75,4337.75,117660
2014-11-30 00:00:00+00:00,4330.75,4334.25,4317.25,4323.75,5447
2014-12-01 00:00:00+00:00,4323.75,4335.5,4273.5,4288.75,318680
2014-12-02 00:00:00+00:00,4288.75,4314.75,4285.0,4310.5,226259
2014-12-03 00:00:00+00:00,4310.5,4320.0,4287.5,4312.75,188719
2014-12-04 00:00:00+00:00,4313.0,4328.5,4293.25,4313.0,248300
2014-12-05 00:00:00+00:00,4313.0,4326.75,4302.75,4314.5,198499
2014-12-07 00:00:00+00:00,4314.25,4316.75,4311.75,4314.0,1164
2014-12-08 00:00:00+00:00,4314.25,4320.25,4259.0,4284.5,319047
2014-12-09 00:00:00+00:00,4284.5,4298.5,4216.75,4292.5,336768
2014-12-10 00:00:00+00:00,4292.75,4298.25,4219.0,4227.5,368094
2014-12-11 00:00:00+00:00,4227.25,4298.0,4220.25,4233.25,359666
2014-12-12 00:00:00+00:00,4233.75,4254.75,4188.0,4194.5,163298
2014-12-14 00:00:00+00:00,4189.5,4195.25,4182.5,4186.5,513
2014-12-15 00:00:00+00:00,4183.25,4234.0,4141.0,4165.0,434262
2014-12-16 00:00:00+00:00,4165.0,4189.75,4080.75,4090.0,539512
2014-12-17 00:00:00+00:00,4089.75,4173.0,4081.5,4157.75,469917
2014-12-18 00:00:00+00:00,4158.25,4272.5,4150.25,4266.5,353302
2014-12-19 00:00:00+00:00,4266.25,4304.5,4255.5,4279.0,284967
2014-12-21 00:00:00+00:00,4282.0,4288.75,4281.0,4287.0,650
2014-12-22 00:00:00+00:00,4286.5,4301.25,4276.0,4293.0,161620
2014-12-23 00:00:00+00:00,4293.5,4312.0,4274.75,4279.25,148432
2014-12-24 00:00:00+00:00,4279.5,4298.5,4278.75,4281.5,45868
2014-12-25 00:00:00+00:00,4282.0,4291.0,4282.0,4290.0,290
2014-12-26 00:00:00+00:00,4290.75,4322.0,4289.5,4312.5,60821
2014-12-28 00:00:00+00:00,4315.0,4316.0,4312.0,4314.5,435
2014-12-29 00:00:00+00:00,4314.75,4320.75,4298.25,4315.25,102087
2014-12-30 00:00:00+00:00,4315.5,4318.0,4273.75,4281.75,109991
2015-01-01 00:00:00+00:00,4240.25,4249.5,4240.25,4248.0,791
2015-01-02 00:00:00+00:00,4248.0,4272.75,4201.0,4214.5,228764
2015-01-04 00:00:00+00:00,4216.0,4216.5,4201.5,4204.5,2430
2015-01-05 00:00:00+00:00,4204.5,4220.75,4145.0,4168.5,312454
2015-01-06 00:00:00+00:00,4168.25,4172.5,4082.0,4105.5,426171
2015-01-07 00:00:00+00:00,4105.5,4163.25,4105.25,4155.25,327706
2015-01-08 00:00:00+00:00,4155.5,4242.75,4153.5,4232.0,272070
2015-01-09 00:00:00+00:00,4232.75,4252.5,4181.0,4198.75,341003
2015-01-11 00:00:00+00:00,4201.25,4208.25,4195.0,4197.5,1298
2015-01-12 00:00:00+00:00,4197.5,4227.5,4151.0,4171.25,318785
2015-01-13 00:00:00+00:00,4171.0,4247.75,4126.75,4160.5,476905
2015-01-14 00:00:00+00:00,4160.75,4169.25,4100.5,4150.0,450753
2015-01-15 00:00:00+00:00,4150.0,4190.0,4065.25,4067.0,457003
2015-01-16 00:00:00+00:00,4066.75,4138.5,4041.5,4138.5,357203
2015-01-18 00:00:00+00:00,4138.75,4138.75,4124.25,4128.0,1164
2015-01-19 00:00:00+00:00,4127.5,4155.0,4113.0,4128.25,38480
2015-01-20 00:00:00+00:00,4129.0,4175.25,4109.0,4169.0,308774
2015-01-21 00:00:00+00:00,4168.5,4205.25,4137.0,4182.5,326919
2015-01-22 00:00:00+00:00,4182.25,4269.0,4164.5,4262.5,338852
2015-01-23 00:00:00+00:00,4263.0,4286.25,4250.25,4264.25,226010
2015-01-25 00:00:00+00:00,4249.5,4250.0,4231.5,4234.0,4292
2015-01-26 00:00:00+00:00,4233.5,4278.25,4233.25,4266.0,183740
2015-01-27 00:00:00+00:00,4265.75,4271.0,4142.75,4205.75,365177
2015-01-28 00:00:00+00:00,4206.0,4234.5,4119.5,4131.25,362314
2015-01-29 00:00:00+00:00,4131.25,4208.0,4095.75,4201.25,359311
2015-01-30 00:00:00+00:00,4201.0,4203.25,4136.0,4143.0,343884
2015-02-01 00:00:00+00:00,4143.5,4149.75,4129.25,4135.75,1577
2015-02-02 00:00:00+00:00,4136.25,4188.0,4085.5,4181.0,352684
2015-02-03 00:00:00+00:00,4180.5,4222.75,4165.75,4206.5,283647
2015-02-04 00:00:00+00:00,4206.75,4243.0,4185.5,4186.0,269991
2015-02-05 00:00:00+00:00,4186.25,4254.75,4181.5,4248.5,199759
2015-02-06 00:00:00+00:00,4248.75,4268.25,4209.75,4236.0,252955
2015-02-08 00:00:00+00:00,4226.5,4226.75,4208.0,4212.75,1816
2015-02-09 00:00:00+00:00,4213.0,4232.0,4201.5,4221.0,196949
2015-02-10 00:00:00+00:00,4221.25,4284.0,4211.0,4278.5,225700
2015-02-11 00:00:00+00:00,4278.5,4322.0,4271.0,4298.25,208553
2015-02-12 00:00:00+00:00,4298.5,4346.5,4285.75,4342.0,217975
2015-02-13 00:00:00+00:00,4342.25,4382.0,4340.75,4380.0,189792
2015-02-15 00:00:00+00:00,4373.5,4377.75,4371.25,4371.75,1072
2015-02-16 00:00:00+00:00,4371.5,4388.5,4364.5,4371.25,21892
2015-02-17 00:00:00+00:00,4371.25,4388.0,4365.0,4384.75,171608
2015-02-18 00:00:00+00:00,4384.75,4393.5,4373.75,4387.25,146607
2015-02-19 00:00:00+00:00,4387.5,4417.25,4376.0,4413.5,168221
2015-02-20 00:00:00+00:00,4413.75,4445.0,4396.0,4441.25,231651
2015-02-22 00:00:00+00:00,4439.75,4442.0,4437.75,4441.5,807
2015-02-23 00:00:00+00:00,4441.5,4449.25,4429.75,4444.25,130397
2015-02-24 00:00:00+00:00,4444.25,4455.75,4427.0,4447.25,162684
