ts_event,open,high,low,close,volume,return
2014-01-02 00:00:00+00:00,0.912109453134376,0.9294448667173396,0.7694256644130629,0.8320998519822379,197028,-0.08000960115213807
2014-01-03 00:00:00+00:00,0.8320998519822379,0.8627701990905576,0.6534117427424624,0.6720806496779613,194982,-0.16001920230427658
2014-01-05 00:00:00+00:00,0.6707471563254257,0.7227533970743155,0.6707471563254257,0.7120854502540305,1387,0.041338293928604775
2014-01-06 00:00:00+00:00,0.7120854502540305,0.7200864103692443,0.5387313144243976,0.6080729687562508,245118,-0.10401248149777964
2014-01-07 00:00:00+00:00,0.6094064621087864,0.813430945046739,0.6067394754037152,0.7600912109453134,191617,0.15068474883652705
2014-01-08 00:00:00+00:00,0.7600912109453134,0.8787721193209853,0.7427557973623502,0.8280993719246309,207647,0.0680081609793175
2014-01-09 00:00:00+00:00,0.8294328652771666,0.9187769198970543,0.6974170233761384,0.7747596378232054,214636,-0.05467322745396119
2014-01-10 00:00:00+00:00,0.7747596378232054,0.8921070528463415,0.6654131829152832,0.8454347855075943,263081,0.07067514768438887
2014-01-12 00:00:00+00:00,0.8454347855075943,0.8454347855075943,0.8280993719246309,0.8334333453347735,396,-0.012001440172820788
2014-01-13 00:00:00+00:00,0.8320998519822379,0.8627701990905576,0.4680561667400088,0.5654011814751104,333295,-0.2666986705071275
2014-01-14 00:00:00+00:00,0.5667346748276461,0.9161099331919832,0.5253963808990413,0.9107759597818404,293244,0.3440412849541944
2014-01-15 00:00:00+00:00,0.9107759597818404,1.096131535784294,0.8854395860836634,1.0454587883879398,234330,0.13468282860609937
2014-01-16 00:00:00+00:00,1.0467922817404756,1.085463588964009,0.997453027696657,1.0067874811644064,162381,-0.040004800576069144
2014-01-17 00:00:00+00:00,1.008120974516942,1.089464069021616,0.9041084930191624,0.9587817204731234,192262,-0.04933925404381856
2014-01-20 00:00:00+00:00,0.978784120761158,0.9801176141136936,0.9747836407035512,0.9761171340560868,177,-0.0026669867050711504
2014-01-21 00:00:00+00:00,0.9774506274086224,1.1054659892520435,0.9321118534224108,1.074795642143724,201297,0.09734501473510149
2014-01-22 00:00:00+00:00,1.0734621487911882,1.2294808710378575,1.0681281753810457,1.2241468976277152,185267,0.15068474883652705
2014-01-23 00:00:00+00:00,1.2241468976277152,1.2281473776853222,0.9427798002426956,1.1027990025469725,286244,-0.12134789508074273
2014-01-24 00:00:00+00:00,1.1027990025469725,1.1548052432958622,0.6560787294475336,0.6560787294475336,378515,-0.44672027309943885
2014-01-26 00:00:00+00:00,0.677414623088104,0.6854155832033177,0.6160739288714646,0.6614127028576763,4160,-0.01600192023042768
2014-01-27 00:00:00+00:00,0.6600792095051407,0.7480897707724926,0.3253723780186955,0.3747116320625142,442791,-0.2853675774426265
2014-01-28 00:00:00+00:00,0.3760451254150498,0.6427437959221773,0.3653771785947647,0.581403101705538,297799,0.2053579762904882
2014-01-29 00:00:00+00:00,0.581403101705538,0.6627461962102119,0.2640316838020562,0.4493872598045099,396611,-0.1320158419010281
2014-01-30 00:00:00+00:00,0.4480537664519742,0.7067514768438878,0.3533757384219439,0.6067394754037152,314469,0.158685708951741
2014-01-31 00:00:00+00:00,0.6054059820511795,0.6827485964982465,0.3973810190556199,0.5894040618207518,324859,-0.01600192023042768
2014-02-02 00:00:00+00:00,0.5827365950580736,0.6667466762678188,0.5827365950580736,0.6574122228000694,1348,0.07467562774199576
2014-02-03 00:00:00+00:00,0.6560787294475336,0.6627461962102119,0.1093464549079222,0.2026909895854169,437792,-0.4533877398621168
2014-02-04 00:00:00+00:00,0.2000240028803456,0.3680441652998359,0.1426837887213132,0.2613646970969849,323661,0.06134069421663929
2014-02-05 00:00:00+00:00,0.2600312037444493,0.3120374444933392,0.0386713072235334,0.2466962702190929,356890,-0.013334933525356418
2014-02-06 00:00:00+00:00,0.2453627768665573,0.504060487258471,0.2293608566361296,0.460055206624795,266827,0.21469242975823769
2014-02-07 00:00:00+00:00,0.460055206624795,0.8374338253923804,0.3987145124081557,0.8374338253923804,367354,0.37737861876758544
2014-02-09 00:00:00+00:00,0.8294328652771666,0.8481017722126656,0.8200984118094171,0.8227653985144884,1605,-0.006667466762678265
2014-02-10 00:00:00+00:00,0.8227653985144884,0.9441132935952312,0.7774266245282767,0.9307783600698752,204042,0.10801296155538687
2014-02-11 00:00:00+00:00,0.9321118534224108,1.1801416169940393,0.9321118534224108,1.1067994826045793,249545,0.1746876291821685
2014-02-12 00:00:00+00:00,1.1067994826045793,1.2201464175701084,1.096131535784294,1.1508047632382552,251419,0.044005280633675925
2014-02-13 00:00:00+00:00,1.1494712698857197,1.340160819298316,1.0241228947473695,1.3068234854849248,287896,0.1573522155992051
2014-02-14 00:00:00+00:00,1.3068234854849248,1.4041685002200264,1.2441492979157498,1.3668306863490287,211740,0.06000720086410394
2014-02-17 00:00:00+00:00,1.3948340467522768,1.409502473630169,1.3774986331693135,1.3881665799895988,642,-0.006667466762678043
2014-02-18 00:00:00+00:00,1.3881665799895988,1.4935125548399142,1.3294928724780306,1.4161699403928472,205567,0.028003360403248356
2014-02-19 00:00:00+00:00,1.4148364470403116,1.4655091944366658,1.2828206051392834,1.3428278060033871,276690,-0.0720086410369245
2014-02-20 00:00:00+00:00,1.3414943126508514,1.4521742609113093,1.2454827912682855,1.4188369270979184,268976,0.07734261444706703
2014-02-21 00:00:00+00:00,1.4201704204504542,1.5041805016601992,1.365497192996493,1.3814991132269203,186019,-0.038671307223533846
2014-02-23 00:00:00+00:00,1.3921670600472056,1.405501993572562,1.3814991132269203,1.39083356669467,672,-0.0013334933525355197
2014-02-24 00:00:00+00:00,1.393500553399741,1.582856609459802,1.3348268458881734,1.505513995012735,205124,0.11201344161299387
2014-02-25 00:00:00+00:00,1.508180981717806,1.560187222466696,1.4068354869250976,1.5201824218906268,234789,0.012001440172820788
2014-02-26 00:00:00+00:00,1.5201824218906268,1.5868570895174086,1.3748316464642425,1.468176181141737,270912,-0.05200624074888971
2014-02-27 00:00:00+00:00,1.4695096744942726,1.61085996986305,1.3681641797015642,1.5735221559920525,263397,0.10401248149777986
2014-02-28 00:00:00+00:00,1.5721886626395165,1.6948700510727954,1.3881665799895988,1.5748556493445882,323498,0.0026669867050717055
