ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2024-10-22 15:00:00+00:00,33,1,106364,20493.25,20500.75,20492.25,20498.5,1212,NQ.v.0
2024-10-22 15:01:00+00:00,33,1,106364,20499.0,20502.25,20493.25,20497.75,947,NQ.v.0
2024-10-22 15:02:00+00:00,33,1,106364,20497.75,20509.0,20492.5,20507.5,1141,NQ.v.0
2024-10-22 15:03:00+00:00,33,1,106364,20507.25,20511.75,20494.75,20495.25,1473,NQ.v.0
2024-10-22 15:04:00+00:00,33,1,106364,20496.0,20500.75,20489.75,20495.0,1141,NQ.v.0
2024-10-22 15:05:00+00:00,33,1,106364,20495.0,20495.75,20484.5,20489.5,992,NQ.v.0
2024-10-22 15:06:00+00:00,33,1,106364,20490.0,20502.0,20486.5,20498.75,974,NQ.v.0
2024-10-22 15:07:00+00:00,33,1,106364,20498.25,20503.25,20494.5,20496.25,600,NQ.v.0
2024-10-22 15:08:00+00:00,33,1,106364,20496.5,20497.25,20492.5,20493.75,348,NQ.v.0
2024-10-22 15:09:00+00:00,33,1,106364,20494.5,20498.0,20483.75,20486.5,544,NQ.v.0
2024-10-22 15:10:00+00:00,33,1,106364,20487.0,20489.0,20481.75,20485.75,680,NQ.v.0
2024-10-22 15:11:00+00:00,33,1,106364,20486.25,20487.75,20479.0,20479.25,843,NQ.v.0
2024-10-22 15:12:00+00:00,33,1,106364,20479.0,20481.75,20474.25,20477.0,866,NQ.v.0
2024-10-22 15:13:00+00:00,33,1,106364,20477.5,20477.75,20473.5,20477.25,450,NQ.v.0
2024-10-22 15:14:00+00:00,33,1,106364,20477.0,20479.25,20472.25,20474.0,620,NQ.v.0
2024-10-22 15:15:00+00:00,33,1,106364,20474.0,20479.75,20470.0,20474.0,813,NQ.v.0
2024-10-22 15:16:00+00:00,33,1,106364,20474.5,20475.75,20470.75,20473.25,530,NQ.v.0
2024-10-22 15:17:00+00:00,33,1,106364,20473.75,20492.75,20473.5,20479.5,2147,NQ.v.0
2024-10-22 15:18:00+00:00,33,1,106364,20478.75,20481.25,20471.75,20472.0,738,NQ.v.0
2024-10-22 15:19:00+00:00,33,1,106364,20472.0,20479.75,20467.5,20474.75,734,NQ.v.0
2024-10-22 15:20:00+00:00,33,1,106364,20475.5,20479.0,20473.0,20476.0,412,NQ.v.0
2024-10-22 15:21:00+00:00,33,1,106364,20475.5,20479.25,20467.0,20471.25,654,NQ.v.0
2024-10-22 15:22:00+00:00,33,1,106364,20470.25,20475.0,20465.0,20465.75,645,NQ.v.0
2024-10-22 15:23:00+00:00,33,1,106364,20465.5,20477.0,20465.0,20475.5,634,NQ.v.0
2024-10-22 15:24:00+00:00,33,1,106364,20475.0,20476.0,20469.5,20473.75,348,NQ.v.0
2024-10-22 15:25:00+00:00,33,1,106364,20473.5,20475.5,20464.5,20468.25,612,NQ.v.0
2024-10-22 15:26:00+00:00,33,1,106364,20468.25,20470.25,20455.5,20466.5,1528,NQ.v.0
2024-10-22 15:27:00+00:00,33,1,106364,20466.0,20473.5,20465.25,20471.0,895,NQ.v.0
2024-10-22 15:28:00+00:00,33,1,106364,20471.25,20476.25,20470.75,20472.25,451,NQ.v.0
2024-10-22 15:29:00+00:00,33,1,106364,20472.75,20481.25,20472.25,20479.0,847,NQ.v.0
2024-10-22 15:30:00+00:00,33,1,106364,20479.25,20483.25,20475.5,20480.25,854,NQ.v.0
2024-10-22 15:31:00+00:00,33,1,106364,20480.0,20484.25,20477.25,20481.75,694,NQ.v.0
2024-10-22 15:32:00+00:00,33,1,106364,20481.5,20487.5,20481.0,20486.0,773,NQ.v.0
2024-10-22 15:33:00+00:00,33,1,106364,20485.75,20488.5,20483.25,20486.25,478,NQ.v.0
2024-10-22 15:34:00+00:00,33,1,106364,20486.25,20487.25,20482.0,20485.0,270,NQ.v.0
2024-10-22 15:35:00+00:00,33,1,106364,20485.25,20487.5,20476.25,20479.5,816,NQ.v.0
2024-10-22 15:36:00+00:00,33,1,106364,20479.25,20479.25,20474.5,20475.0,526,NQ.v.0
2024-10-22 15:37:00+00:00,33,1,106364,20475.5,20477.75,20471.75,20476.25,560,NQ.v.0
2024-10-22 15:38:00+00:00,33,1,106364,20475.75,20479.0,20474.75,20476.25,260,NQ.v.0
2024-10-22 15:39:00+00:00,33,1,106364,20476.75,20480.25,20471.0,20479.5,457,NQ.v.0
2024-10-22 15:40:00+00:00,33,1,106364,20479.25,20488.25,20478.75,20487.5,794,NQ.v.0
2024-10-22 15:41:00+00:00,33,1,106364,20487.25,20490.25,20484.0,20485.5,442,NQ.v.0
2024-10-22 15:42:00+00:00,33,1,106364,20486.25,20491.0,20483.75,20488.25,416,NQ.v.0
