ts_event,close,high,low,open,volume
2014-01-02,14.336869239807129,14.402815559420212,14.297301448039281,14.389626295497596,43679450
2014-01-03,14.435790061950684,14.481952485022138,14.350058299276002,14.356652931143353,30349074
2014-01-06,14.448980331420898,14.547899816316546,14.422601802115393,14.508332022358287,42798546
2014-01-07,14.45557689666748,14.5281178619574,14.409414464210258,14.5281178619574,58506229
2014-01-08,14.501739501953125,14.521523401813427,14.442387802372213,14.481955602092821,44270453
2014-01-09,14.554490089416504,14.574275528868913,14.462165264499513,14.547895459065291,35872817
2014-01-10,14.528116226196289,14.567684020990287,14.462169901539623,14.547900123593287,44795967
2014-01-13,14.310492515563965,14.534711578906713,14.284113984394153,14.5083330477369,52459804
2014-01-14,14.429195404052734,14.448980850141396,14.317086650479615,14.389627608673987,38581263
2014-01-15,14.600658416748047,14.613847681394857,14.488548118850929,14.495142751174335,75928326
2014-01-16,14.50832748413086,14.567679156502953,14.475354332813032,14.561086074638133,57911287
2014-01-17,14.46216869354248,14.554493540350094,14.429193985569198,14.528115012690776,70660016
2014-01-21,14.475358963012695,14.554494551488403,14.389627193764769,14.541305286742451,51099056
2014-01-22,14.481956481933594,14.514929650370695,14.442388679809074,14.501740382995855,22301904
2014-01-23,14.244540214538574,14.422598341424294,14.178593907098573,14.416002162281435,64648058
2014-01-24,13.921401977539062,14.17199949813151,13.921401977539062,14.17199949813151,86803719
2014-01-27,13.835673332214355,14.007135321108587,13.756537744293585,13.94118899784128,79350014
2014-01-28,14.0203218460083,14.033511108084408,13.895022307886347,13.908213118361385,43538500
2014-01-29,13.855460166931152,13.993949023555157,13.822486998306283,13.8686494343811,79334380
2014-01-30,14.053296089172363,14.079674615366743,13.934592721297653,13.980755142137818,56607904
2014-01-31,13.888432502746582,14.020326717736676,13.815891536121738,13.842270069439863,65974214
2014-02-03,13.538909912109375,13.908213916633658,13.519126017859703,13.875239211151852,129496030
2014-02-04,13.670804977416992,13.743345927714156,13.55869468764953,13.604858658965025,67895066
2014-02-05,13.657617568969727,13.703779998156781,13.558696529455277,13.651022936228719,58062823
2014-02-06,13.868643760681152,13.875238391708244,13.677397912496556,13.683992543523647,49232368
2014-02-07,14.040107727050781,14.053296990994347,13.881835011328844,13.927997435131324,63056129
2014-02-10,14.053296089172363,14.066485352269554,13.974160510589222,14.046701457623769,53244320
2014-02-11,14.198380470275879,14.237949810582373,14.033513122262802,14.099460990507524,46243500
2014-02-12,14.198380470275879,14.26432679012145,14.145623414399422,14.218164366229551,47764154
2014-02-13,14.251134872436523,14.257731051591952,14.073079842009259,14.073079842009259,39783458
2014-02-14,14.27092456817627,14.28411383362196,14.204976692548493,14.231355223439873,37421046
2014-02-18,14.2973051071167,14.323683641712933,14.231357222226578,14.284115839818584,26168844
2014-02-19,14.099462509155273,14.336870834569641,14.092867876460412,14.251139061137112,78908823
2014-02-20,14.139029502868652,14.172002664471584,14.03351383734004,14.112649425187076,39164019
2014-02-21,14.165407180786133,14.218164236180037,14.112648576993093,14.165407180786133,53100785
2014-02-24,14.27092456817627,14.343465528127567,14.16540889621142,14.172003528934267,51914224
2014-02-25,14.185192108154297,14.270923877803233,14.152218946135187,14.26432769700016,49380703
2014-02-26,14.165407180786133,14.231353500028511,14.092866229619517,14.218164236180037,52231699
2014-02-27,14.237947463989258,14.244540546488041,14.099458666739107,14.145621083022858,47711837
2014-02-28,14.310492515563965,14.389628109073403,14.21816610807028,14.244544639240093,69264062
2014-03-03,14.198380470275879,14.218164366229551,14.10605562249208,14.178596574322208,61089483
2014-03-04,14.488547325134277,14.488547325134277,14.336869241606012,14.363247769454555,61500268
2014-03-05,14.640219688415527,14.640219688415527,14.46216314660922,14.495136293536584,58700112
2014-03-06,14.686389923095703,14.719363087600314,14.633632859888325,14.640227492789245,53457898
2014-03-07,14.752338409423828,14.831474007501308,14.692985162466288,14.778716942116322,81544764
2014-03-10,14.758931159973145,14.838066747956224,14.666604758926985,14.719361817582373,29071542
2014-03-11,14.660008430480957,14.79190261025894,14.627035272636224,14.778713347121046,55578050
2014-03-12,14.633628845214844,14.640223476306558,14.528113199348486,14.567680985898768,39319248
2014-03-13,14.468761444091797,14.699575079497388,14.43578828880513,14.679791186325389,70116160
2014-03-14,14.376439094543457,14.534710267279783,14.363248281749563,14.416005339328338,54433958
2014-03-17,14.528116226196289,14.580873285921621,14.481953798936622,14.495143063867957,46338656
2014-03-18,14.600658416748047,14.613847681394857,14.54130517743817,14.56768370673179,44158186
2014-03-19,14.594061851501465,14.69957595470104,14.488546199902865,14.613845745851386,69971394
2014-03-20,14.82487678527832,14.857849945385428,14.567683039644546,14.567683039644546,112214267
2014-03-21,14.82686710357666,14.99234547209796,14.807009885850631,14.926153192206803,82702027
2014-03-24,14.820244789123535,14.912911784907749,14.734195310329381,14.873197358143086,68496287
2014-03-25,14.8070068359375,14.893054761693005,14.734195498468512,14.866578476845158,42096507
2014-03-26,14.654767990112305,14.899675201589483,14.654767990112305,14.893056129769493,62505872
2014-03-27,14.575334548950195,14.687860300672284,14.495905703596177,14.621668042073374,81009033
2014-03-28,14.634905815124512,14.727574353178916,14.581953252886102,14.615050158422296,48922771
2014-03-31,14.787149429321289,14.83348448620757,14.727577782930062,14.740815926572557,41048557
2014-04-01,14.813623428344727,14.859956919075348,14.773907453581332,14.826861568553475,51651775
2014-04-02,14.84671688079834,14.879812227089161,14.800383395991192,14.826859673023847,44565278
2014-04-03,14.820244789123535,14.87981642927053,14.773909737094044,14.859959215888198,46626833
2014-04-04,14.674623489379883,14.932770368444398,14.6613853472881,14.89967345907757,60202301
2014-04-07,14.449568748474121,14.668001152631211,14.436330609329694,14.661382083058998,72897112
2014-04-08,14.469428062438965,14.502524969252532,14.350284792804217,14.462810546040949,56290676
2014-04-09,14.595195770263672,14.608433914793139,14.442955554037148,14.51576690308687,44907126
2014-04-10,14.25761890411377,14.608432816033815,14.250999832346885,14.608432816033815,94458692
2014-04-11,14.085519790649414,14.25761719003612,14.025948151909253,14.092138861620544,98050873
2014-04-14,14.198043823242188,14.27085359506288,14.052422725463645,14.250996384566328,69247689
2014-04-15,14.330424308776855,14.356902141880344,14.125233146787048,14.231138262652756,103855038
2014-04-16,14.44295597076416,14.449575043219875,14.31057452164985,14.39662246357415,49363100
2014-04-17,14.469428062438965,14.502524969252532,14.396618286551064,14.462810546040949,58956037
2014-04-21,14.456192016601562,14.489288928212085,14.42309665912851,14.476050785222865,37683618
2014-04-22,14.555479049682617,14.595193477030989,14.423096071050633,14.476050194985872,33032777
2014-04-23,14.588569641113281,14.601807779239103,14.522378950484175,14.542236157672907,32197667
2014-04-24,14.581954002380371,14.654765333337783,14.522382366800253,14.654765333337783,36918798
2014-04-25,14.462811470031738,14.56209753440382,14.436333632061837,14.548859392487543,35205738
2014-04-28,14.376761436462402,14.502525333932113,14.23775939758928,14.462810909721874,54068967
2014-04-29,14.515762329101562,14.522381399280597,14.396617511741804,14.40985565209987,34182162
2014-04-30,14.535623550415039,14.56871891044212,14.46281375835546,14.476051902366294,46774307
