ts_event,open,high,low,close,volume,Nadaraya_Watson_Regression
2014-01-02 00:00:00+00:00,0.912109453134376,0.9294448667173396,0.7694256644130629,0.8320998519822379,197028,1.3582961537701912
2014-01-03 00:00:00+00:00,0.8320998519822379,0.8627701990905576,0.6534117427424624,0.6720806496779613,194982,1.3623247920852826
2014-01-05 00:00:00+00:00,0.6707471563254257,0.7227533970743155,0.6707471563254257,0.7120854502540305,1387,1.3663893569790115
2014-01-06 00:00:00+00:00,0.7120854502540305,0.7200864103692443,0.5387313144243976,0.6080729687562508,245118,1.3704901075214972
2014-01-07 00:00:00+00:00,0.6094064621087864,0.813430945046739,0.6067394754037152,0.7600912109453134,191617,1.3746273026742017
2014-01-08 00:00:00+00:00,0.7600912109453134,0.8787721193209853,0.7427557973623502,0.8280993719246309,207647,1.3788012012427333
2014-01-09 00:00:00+00:00,0.8294328652771666,0.9187769198970543,0.6974170233761384,0.7747596378232054,214636,1.3830120618288124
2014-01-10 00:00:00+00:00,0.7747596378232054,0.8921070528463415,0.6654131829152832,0.8454347855075943,263081,1.387260142781397
2014-01-12 00:00:00+00:00,0.8454347855075943,0.8454347855075943,0.8280993719246309,0.8334333453347735,396,1.3915457021469708
2014-01-13 00:00:00+00:00,0.8320998519822379,0.8627701990905576,0.4680561667400088,0.5654011814751104,333295,1.3958689976189929
2014-01-14 00:00:00+00:00,0.5667346748276461,0.9161099331919832,0.5253963808990413,0.9107759597818404,293244,1.4002302864865097
2014-01-15 00:00:00+00:00,0.9107759597818404,1.096131535784294,0.8854395860836634,1.0454587883879398,234330,1.4046298255819314
2014-01-16 00:00:00+00:00,1.0467922817404756,1.085463588964009,0.997453027696657,1.0067874811644064,162381,1.4090678712279752
2014-01-17 00:00:00+00:00,1.008120974516942,1.089464069021616,0.9041084930191624,0.9587817204731234,192262,1.4135446791837754
2014-01-20 00:00:00+00:00,0.978784120761158,0.9801176141136936,0.9747836407035512,0.9761171340560868,177,1.4180605045901655
2014-01-21 00:00:00+00:00,0.9774506274086224,1.1054659892520435,0.9321118534224108,1.074795642143724,201297,1.4226156019141352
2014-01-22 00:00:00+00:00,1.0734621487911882,1.2294808710378575,1.0681281753810457,1.2241468976277152,185267,1.4272102248924639
2014-01-23 00:00:00+00:00,1.2241468976277152,1.2281473776853222,0.9427798002426956,1.1027990025469725,286244,1.4318446264745421
2014-01-24 00:00:00+00:00,1.1027990025469725,1.1548052432958622,0.6560787294475336,0.6560787294475336,378515,1.4365190587643697
2014-01-26 00:00:00+00:00,0.677414623088104,0.6854155832033177,0.6160739288714646,0.6614127028576763,4160,1.4412337729617601
2014-01-27 00:00:00+00:00,0.6600792095051407,0.7480897707724926,0.3253723780186955,0.3747116320625142,442791,1.445989019302735
2014-01-28 00:00:00+00:00,0.3760451254150498,0.6427437959221773,0.3653771785947647,0.581403101705538,297799,1.4507850469991226
2014-01-29 00:00:00+00:00,0.581403101705538,0.6627461962102119,0.2640316838020562,0.4493872598045099,396611,1.4556221041773774
2014-01-30 00:00:00+00:00,0.4480537664519742,0.7067514768438878,0.3533757384219439,0.6067394754037152,314469,1.4605004378166122
2014-01-31 00:00:00+00:00,0.6054059820511795,0.6827485964982465,0.3973810190556199,0.5894040618207518,324859,1.465420293685858
2014-02-02 00:00:00+00:00,0.5827365950580736,0.6667466762678188,0.5827365950580736,0.6574122228000694,1348,1.4703819162805698
2014-02-03 00:00:00+00:00,0.6560787294475336,0.6627461962102119,0.1093464549079222,0.2026909895854169,437792,1.4753855487583665
2014-02-04 00:00:00+00:00,0.2000240028803456,0.3680441652998359,0.1426837887213132,0.2613646970969849,323661,1.4804314328740387
2014-02-05 00:00:00+00:00,0.2600312037444493,0.3120374444933392,0.0386713072235334,0.2466962702190929,356890,1.4855198089138166
2014-02-06 00:00:00+00:00,0.2453627768665573,0.504060487258471,0.2293608566361296,0.460055206624795,266827,1.4906509156289198
2014-02-07 00:00:00+00:00,0.460055206624795,0.8374338253923804,0.3987145124081557,0.8374338253923804,367354,1.4958249901683998
2014-02-09 00:00:00+00:00,0.8294328652771666,0.8481017722126656,0.8200984118094171,0.8227653985144884,1605,1.501042268011278
2014-02-10 00:00:00+00:00,0.8227653985144884,0.9441132935952312,0.7774266245282767,0.9307783600698752,204042,1.5063029828980135
2014-02-11 00:00:00+00:00,0.9321118534224108,1.1801416169940393,0.9321118534224108,1.1067994826045793,249545,1.5116073667612866
2014-02-12 00:00:00+00:00,1.1067994826045793,1.2201464175701084,1.096131535784294,1.1508047632382552,251419,1.5169556496561443
2014-02-13 00:00:00+00:00,1.1494712698857197,1.340160819298316,1.0241228947473695,1.3068234854849248,287896,1.5223480596894905
2014-02-14 00:00:00+00:00,1.3068234854849248,1.4041685002200264,1.2441492979157498,1.3668306863490287,211740,1.5277848229489661
2014-02-17 00:00:00+00:00,1.3948340467522768,1.409502473630169,1.3774986331693135,1.3881665799895988,642,1.5332661634312177
2014-02-18 00:00:00+00:00,1.3881665799895988,1.4935125548399142,1.3294928724780306,1.4161699403928472,205567,1.5387923029695754
2014-02-19 00:00:00+00:00,1.4148364470403116,1.4655091944366658,1.2828206051392834,1.3428278060033871,276690,1.5443634611611692
2014-02-20 00:00:00+00:00,1.3414943126508514,1.4521742609113093,1.2454827912682855,1.4188369270979184,268976,1.5499798552934818
2014-02-21 00:00:00+00:00,1.4201704204504542,1.5041805016601992,1.365497192996493,1.3814991132269203,186019,1.555641700270382
2014-02-23 00:00:00+00:00,1.3921670600472056,1.405501993572562,1.3814991132269203,1.39083356669467,672,1.5613492085376393
2014-02-24 00:00:00+00:00,1.393500553399741,1.582856609459802,1.3348268458881734,1.505513995012735,205124,1.5671025900079512
2014-02-25 00:00:00+00:00,1.508180981717806,1.560187222466696,1.4068354869250976,1.5201824218906268,234789,1.572902051985504
2014-02-26 00:00:00+00:00,1.5201824218906268,1.5868570895174086,1.3748316464642425,1.468176181141737,270912,1.578747799090085
2014-02-27 00:00:00+00:00,1.4695096744942726,1.61085996986305,1.3681641797015642,1.5735221559920525,263397,1.58464003318078
2014-02-28 00:00:00+00:00,1.5721886626395165,1.6948700510727954,1.3881665799895988,1.5748556493445882,323498,1.5905789532792607
2014-03-02 00:00:00+00:00,1.4575082343214518,1.4575082343214518,1.3734981531117068,1.393500553399741,7130,1.596564755492716
2014-03-03 00:00:00+00:00,1.393500553399741,1.4668426877892011,1.2388153245056073,1.4281713805656675,366304,1.6025976329364218
2014-03-04 00:00:00+00:00,1.4268378872131322,1.6988705311304024,1.4215039138029897,1.66286621061194,262922,1.6086777756559991
2014-03-05 00:00:00+00:00,1.66286621061194,1.748209785174221,1.64153031697137,1.7308743715912578,204649,1.6148053705493777
2014-03-06 00:00:00+00:00,1.7308743715912578,1.773546158872398,1.6241949033884069,1.704204504540545,216691,1.6209806012884889
2014-03-07 00:00:00+00:00,1.7028710111880092,1.7908815724553613,1.4988465282500567,1.597525036337694,302268,1.6272036482407317
2014-03-09 00:00:00+00:00,1.582856609459802,1.5935245562800868,1.5655211958768387,1.5761891426971235,1925,1.6334746883902207
2014-03-10 00:00:00+00:00,1.5761891426971235,1.6388633302662985,1.4895120747823072,1.61085996986305,189990,1.6397938952588684
2014-03-11 00:00:00+00:00,1.612193463215586,1.7135389580082945,1.4735101545518796,1.5001800216025925,256056,1.6461614388273107
2014-03-12 00:00:00+00:00,1.4988465282500567,1.64153031697137,1.3694976730540998,1.6401968236188342,286590,1.652577485455725
2014-03-13 00:00:00+00:00,1.6388633302662985,1.69353655772026,1.2348148444480005,1.3308263658305663,373294,1.6590421978045664
2014-03-14 00:00:00+00:00,1.332159859183102,1.3668306863490287,1.1788081236415036,1.1908095638143243,89814,1.665555734755248
2014-03-16 00:00:00+00:00,1.1974770305770026,1.2014775106346096,1.0867970823165447,1.1574722300009337,1271,1.6721182513308137
2014-03-17 00:00:00+00:00,1.1201344161299356,1.430838367270739,1.114800442719793,1.3228254057153526,261453,1.6787298986166281
2014-03-18 00:00:00+00:00,1.3228254057153526,1.5868570895174086,1.254817244736035,1.5628542091717674,272513,1.685390823681116
2014-03-19 00:00:00+00:00,1.5615207158192317,1.6028590097478363,1.3214919123628168,1.453507754263845,289060,1.6921011694965975
2014-03-20 00:00:00+00:00,1.453507754263845,1.5641877025243027,1.346828286060994,1.5188489285380913,238232,1.6988610748602482
2014-03-21 00:00:00+00:00,1.5175154351855558,1.6428638103239055,1.221479910922644,1.2708191649664626,377030,1.7056706743152212
2014-03-23 00:00:00+00:00,1.2561507380885706,1.2681521782613914,1.2268138843327865,1.2588177247936418,1782,1.7125300980719733
2014-03-24 00:00:00+00:00,1.2588177247936418,1.3454947927084582,0.9107759597818404,1.1188009227774,399989,1.7194394719298272
2014-03-25 00:00:00+00:00,1.1201344161299356,1.3188249256577456,0.99345254763905,1.2041444973396809,364345,1.726398917198814
2014-03-26 00:00:00+00:00,1.2014775106346096,1.294822045312104,0.8854395860836634,0.9174434265445188,353422,1.733408550621838
2014-03-27 00:00:00+00:00,0.9174434265445188,0.9627822005307304,0.6960835300236028,0.8174314251043459,443226,1.740468484297192
2014-03-28 00:00:00+00:00,0.8174314251043459,1.0481257750930113,0.7827605979384193,0.8494352655652012,312134,1.7475788256014735
2014-03-30 00:00:00+00:00,0.8947740395514128,0.9361123334800177,0.8947740395514128,0.9334453467749464,2093,1.7547396771129484
2014-03-31 00:00:00+00:00,0.9334453467749464,1.1014655091944368,0.8987745196090198,0.9441132935952312,294863,1.761951136535383
2014-04-01 00:00:00+00:00,0.9427798002426956,1.3228254057153526,0.926777880012268,1.3041564987798535,264903,1.7692132966224132
2014-04-02 00:00:00+00:00,1.3054899921323893,1.4068354869250976,1.2681521782613914,1.3348268458881734,239701,1.7765262451024668
2014-04-03 00:00:00+00:00,1.3334933525356376,1.409502473630169,1.089464069021616,1.2281473776853222,272674,1.7838900646043068
2014-04-04 00:00:00+00:00,1.225480390980251,1.3494952727660654,0.6294088623968209,0.732087850542065,611795,1.7913048325832177
2014-04-06 00:00:00+00:00,0.7187529170167086,0.7294208638369938,0.6694136629728901,0.6787481164406395,3883,1.7987706212478949
2014-04-07 00:00:00+00:00,0.6760811297355683,0.7360883305996719,0.3720446453574429,0.5267298742515769,509462,1.8062874974880687
2014-04-08 00:00:00+00:00,0.5280633676041124,0.7000840100812098,0.4573882199197237,0.6707471563254257,399228,1.8138555228029172
2014-04-09 00:00:00+00:00,0.6707471563254257,1.0187889213372272,0.6480777693323199,1.0187889213372272,334103,1.821474753230308
2014-04-10 00:00:00+00:00,1.0174554279846917,1.0387913216252618,0.3493752583643371,0.4080489658759051,527485,1.8291452392769105
2014-04-11 00:00:00+00:00,0.4067154725233695,0.474723633502687,0.1426837887213132,0.2026909895854169,532411,1.8368670258492312
2014-04-13 00:00:00+00:00,0.165353175714419,0.1720206424770972,0.1093464549079222,0.165353175714419,3490,1.8446401521856157
2014-04-14 00:00:00+00:00,0.1680201624194903,0.4280513661639397,0.1293488551959568,0.3533757384219439,381430,1.852464651789253
2014-04-15 00:00:00+00:00,0.3520422450694083,0.5133949407262205,0.0,0.4867250736755077,597856,1.860340552362245
2014-04-16 00:00:00+00:00,0.4867250736755077,0.6387433158645703,0.3987145124081557,0.5107279540211492,400781,1.868267875740771
2014-04-17 00:00:00+00:00,0.5120614473736849,0.7347548372471363,0.4680561667400088,0.6360763291594992,267066,1.8762466378314038
2014-04-20 00:00:00+00:00,0.6414103025696417,0.6974170233761384,0.6360763291594992,0.6867490765558534,1085,1.8842768485486139
2014-04-21 00:00:00+00:00,0.6840820898507821,0.8014295048739182,0.5974050219359656,0.7960955314637758,152437,1.8923585117535178
