ts_event,Open,High,low,Close,volume,Return
2014-01-02 00:00:00+00:00,8.181930223335009,8.182838710766026,8.174421152646497,8.177726475814696,197028,-0.004203747520312717
2014-01-03 00:00:00+00:00,8.177726475814696,8.179340001718092,8.168273809493266,8.169265591949173,194982,-0.008460883865522462
2014-01-05 00:00:00+00:00,8.169194782956401,8.171952625103168,8.169194782956401,8.171387533613949,1387,0.0021927506575476485
2014-01-06 00:00:00+00:00,8.171387533613949,8.17181138216508,8.16215975660676,8.165861091888,245118,-0.0055264417259479615
2014-01-07 00:00:00+00:00,8.165932137321585,8.1767430534258,8.165790041406604,8.173927934387423,191617,0.007995797065838417
2014-01-08 00:00:00+00:00,8.173927934387423,8.180180808942515,8.173011311724972,8.177515823846075,207647,0.0035878894586520715
2014-01-09 00:00:00+00:00,8.177586046099536,8.182279739259018,8.170610011044296,8.174702882469461,214636,-0.002883163630075458
2014-01-10 00:00:00+00:00,8.174702882469461,8.18088094199639,8.168911496835527,8.17842832873514,263081,0.0037254462656797216
2014-01-12 00:00:00+00:00,8.17842832873514,8.17842832873514,8.177515823846075,8.177796683277778,396,-0.0006316454573624952
2014-01-13 00:00:00+00:00,8.177726475814696,8.179340001718092,8.158373091131116,8.163584968848289,333295,-0.014141506966407036
2014-01-14 00:00:00+00:00,8.163656176168432,8.182139947548439,8.161446388050328,8.181860305488451,293244,0.01820412932001858
2014-01-15 00:00:00+00:00,8.181860305488451,8.191532301006674,8.180530936742738,8.18889743607916,234330,0.007037130590708429
2014-01-16 00:00:00+00:00,8.188966863648876,8.190978169247673,8.186394827890828,8.186881936908497,162381,-0.0020849267403786342
2014-01-17 00:00:00+00:00,8.186951504545661,8.19118600464279,8.181510642909274,8.184374273292926,192262,-0.0025772312527347907
2014-01-20 00:00:00+00:00,8.18541989745149,8.185489566870126,8.185210860067876,8.185280544051041,177,-0.00013935340044923805
2014-01-21 00:00:00+00:00,8.185350223178686,8.192016914536875,8.18297840483624,8.19042373025641,201297,0.005073507077723249
2014-01-22 00:00:00+00:00,8.190354403763262,8.198433163393595,8.190077049719049,8.198158041306435,185267,0.0078036375431729255
2014-01-23 00:00:00+00:00,8.198158041306435,8.19836438996762,8.183536986054506,8.191878477490901,286244,-0.006279563815533962
2014-01-24 00:00:00+00:00,8.191878477490901,8.19457454908356,8.16841555293787,8.16841555293787,378515,-0.023462924553031783
2014-01-26 00:00:00+00:00,8.169548777791773,8.16997340624826,8.16628728879742,8.168698979567699,4160,-0.0008497982240740498
2014-01-27 00:00:00+00:00,8.168628130440885,8.173293438966228,8.150684338418486,8.153349757998892,442791,-0.01527837244199226
2014-01-28 00:00:00+00:00,8.153421697857201,8.167706634717339,8.152846034028972,8.164439122220742,297799,0.011017424363540584
2014-01-29 00:00:00+00:00,8.164439122220742,8.16876982367527,8.14736063593678,8.157370441186774,396611,-0.0070686810339672945
2014-01-30 00:00:00+00:00,8.157298784850532,8.171104868076062,8.152198015861787,8.165790041406604,314469,0.008491256556071747
2014-01-31 00:00:00+00:00,8.165718985876676,8.169831883462855,8.154572032299964,8.164865925470925,324859,-0.0008530604057508384
2014-02-02 00:00:00+00:00,8.164510268747042,8.168982325889635,8.164510268747042,8.168486417126681,1348,0.003976148379639
2014-02-03 00:00:00+00:00,8.16841555293787,8.16876982367527,8.138929740733218,8.144025849607235,437792,-0.02438970333063395
2014-02-04 00:00:00+00:00,8.143880606324482,8.152989981056713,8.14075276234869,8.147215876237626,323661,0.0033352699131441454
2014-02-05 00:00:00+00:00,8.147143488529027,8.149962733537988,8.13505390861157,8.146419323098003,356890,-0.0007241654310234935
2014-02-06 00:00:00+00:00,8.146346877703687,8.160303938800755,8.145477123354446,8.157943507105037,266827,0.011596629401349645
2014-02-07 00:00:00+00:00,8.157943507105037,8.178007276097341,8.154643884284905,8.178007276097341,367354,0.020063768992304887
2014-02-09 00:00:00+00:00,8.177586046099536,8.178568640226882,8.177094386739325,8.177234885510194,1605,-0.0003511605893429248
2014-02-10 00:00:00+00:00,8.177234885510194,8.183606786773481,8.174843717622148,8.182908560240437,204042,0.00567367473024305
2014-02-11 00:00:00+00:00,8.18297840483624,8.195885391314796,8.18297840483624,8.19208612587372,249545,0.009107721037480587
2014-02-12 00:00:00+00:00,8.19208612587372,8.197951650056691,8.191532301006674,8.194367416828875,251419,0.0022812909551550575
2014-02-13 00:00:00+00:00,8.194298363208713,8.204124932574041,8.187785938917143,8.20241395108009,287896,0.008115587871376562
2014-02-14 00:00:00+00:00,8.20241395108009,8.207401833376355,8.199189359078067,8.205491613120236,211740,0.0030776620401464783
2014-02-17 00:00:00+00:00,8.20692462029166,8.207674424355282,8.206037762778815,8.206583614320753,642,-0.00034100597090791496
2014-02-18 00:00:00+00:00,8.206583614320753,8.211957959716868,8.203577736937952,8.20801505861957,205567,0.0014314442988165865
2014-02-19 00:00:00+00:00,8.207946941048617,8.210532152366653,8.201180229196394,8.204261684711005,276690,-0.00368525633761152
2014-02-20 00:00:00+00:00,8.204193310980166,8.209852481301272,8.199258075793436,8.208151279843047,268976,0.003957968862881245
2014-02-21 00:00:00+00:00,8.208219383496834,8.21250059013105,8.205423323435367,8.206242492025103,186019,-0.0019768914717310793
2014-02-23 00:00:00+00:00,8.206788231857189,8.207469988087576,8.206242492025103,8.206720030663641,672,-6.820119354777887e-05
2014-02-24 00:00:00+00:00,8.20685642839965,8.216493421883152,8.203851372183879,8.212568398234145,205124,0.005711969834495179
2014-02-25 00:00:00+00:00,8.212704000648076,8.215344579046878,8.20753813815405,8.213313984061886,234789,0.0006099834138098004
2014-02-26 00:00:00+00:00,8.213313984061886,8.216696021917613,8.205901253325322,8.210668031162976,270912,-0.002645952898909343
2014-02-27 00:00:00+00:00,8.210735963638122,8.217910760898135,8.205559898141944,8.216020528781957,263397,0.005284565143835351
2014-02-28 00:00:00+00:00,8.215952954365605,8.222150764558164,8.206583614320753,8.216088098632316,323498,0.00013514426671079605
2014-03-02 00:00:00+00:00,8.210124405164267,8.210124405164267,8.20583299160988,8.20685642839965,7130,-0.0032679767646168756
2014-03-03 00:00:00+00:00,8.20685642839965,8.210600094072696,8.19891444498699,8.208627908048033,366304,0.0017714796483829787
2014-03-04 00:00:00+00:00,8.208559832211524,8.222352221765977,8.20828748251283,8.220537644165349,262922,0.011977811953824968
2014-03-05 00:00:00+00:00,8.220537644165349,8.224833529413345,8.219460783110955,8.22396242003404,204649,0.0034247758686909435
2014-03-06 00:00:00+00:00,8.22396242003404,8.226105325829623,8.218584978830902,8.222620768259702,216691,-0.0013416517743376488
2014-03-07 00:00:00+00:00,8.222553638396958,8.226974571312459,8.21222931172993,8.217236088088844,302268,-0.005317550308113539
2014-03-09 00:00:00+00:00,8.216493421883152,8.217033597453344,8.215615013772345,8.216155663917299,1925,-0.0003377579658536689
2014-03-10 00:00:00+00:00,8.216155663917299,8.21932609390609,8.211754397375197,8.217910760898135,189990,0.0017550969808368677
2014-03-11 00:00:00+00:00,8.217978203150732,8.223090551161533,8.210939733379021,8.212297138229768,256056,-0.005681064920963763
2014-03-12 00:00:00+00:00,8.21222931172993,8.219460783110955,8.205628178501124,8.219393440776171,286590,0.007164129046241641
2014-03-13 00:00:00+00:00,8.21932609390609,8.22208360313566,8.19870820980941,8.203646152769402,373294,-0.015679941136689024
2014-03-14 00:00:00+00:00,8.203714563920446,8.205491613120236,8.195816442440359,8.196436811235028,89814,-0.007277752685418193
2014-03-16 00:00:00+00:00,8.196781294341537,8.196987927258897,8.191047452512327,8.19471261342176,1271,-0.0020686809197769662
2014-03-17 00:00:00+00:00,8.192777975908236,8.208764045819667,8.192501293330556,8.203235587552193,261453,0.01045761164395742
2014-03-18 00:00:00+00:00,8.203235587552193,8.216696021917613,8.199738960630786,8.21547980555148,272513,0.012244217999286988
2014-03-19 00:00:00+00:00,8.215412194584955,8.217506011837024,8.203167143624855,8.209920469199453,289060,-0.005491725385502022
2014-03-20 00:00:00+00:00,8.209920469199453,8.21554741194707,8.204466777858196,8.213246226498422,238232,0.003325757298968668
2014-03-21 00:00:00+00:00,8.213178464343558,8.219528120911054,8.198020451873086,8.200562797008564,377030,-0.01261566733499464
2014-03-23 00:00:00+00:00,8.199807639591015,8.20042553806936,8.198295611811535,8.19994498336269,1782,0.0001373437716747361
2014-03-24 00:00:00+00:00,8.19994498336269,8.204398418149381,8.181860305488451,8.192708812440351,399989,-0.007236170922338303
