ts_event,open,high,low,close,volume,Normalized Range,Squared Returns,Close-to-Open Returns,Log Returns,High-Low / Close Ratio,ROC,OBV,Volume Rate of Change,normalized_volatility
2014-01-02 00:00:00+00:00,0.912109453134376,0.9294448667173396,0.7694256644130629,0.8320998519822379,197028,0.1923076923076925,,-0.0877192982456138,,0.1923076923076925,,0.0,,
2014-01-03 00:00:00+00:00,0.8320998519822379,0.8627701990905576,0.6534117427424624,0.6720806496779613,194982,0.3115079365079367,0.0256061451060969,-0.1923076923076923,-0.2135741002980591,0.3115079365079367,-19.23076923076924,-194982.0,-1.0384310859370245,
2014-01-05 00:00:00+00:00,0.6707471563254257,0.7227533970743155,0.6707471563254257,0.7120854502540305,1387,0.0730337078651684,0.001600384069131,0.0616302186878727,0.0578195708888262,0.0730337078651684,5.952380952380955,-193595.0,-99.28865228585202,
2014-01-06 00:00:00+00:00,0.7120854502540305,0.7200864103692443,0.5387313144243976,0.6080729687562508,245118,0.2982456140350876,0.0108185963073259,-0.1460674157303369,-0.1579030294458086,0.2982456140350876,-14.606741573033696,-438713.0,17572.530641672674,
2014-01-07 00:00:00+00:00,0.6094064621087864,0.813430945046739,0.6067394754037152,0.7600912109453134,191617,0.2719298245614034,0.0231095459582524,0.2472647702407002,0.2231435513142095,0.2719298245614034,24.99999999999998,-247096.0,-21.82663043921703,
2014-01-08 00:00:00+00:00,0.7600912109453134,0.8787721193209853,0.7427557973623502,0.8280993719246309,207647,0.1642512077294687,0.0046251099597887,0.0894736842105263,0.0856947211048829,0.1642512077294687,8.94736842105263,-39449.0,8.36564605436887,
2014-01-09 00:00:00+00:00,0.8294328652771666,0.9187769198970543,0.6974170233761384,0.7747596378232054,214636,0.2857142857142858,0.0028451272340107,-0.0659163987138264,-0.0665803250815674,0.2857142857142858,-6.441223832528174,-254085.0,3.365808318925869,
2014-01-10 00:00:00+00:00,0.7747596378232054,0.8921070528463415,0.6654131829152832,0.8454347855075943,263081,0.2681388012618295,0.0049949765002101,0.0912220309810672,0.0872981975853147,0.2681388012618295,9.122203098106722,8996.0,22.570770979705177,
2014-01-12 00:00:00+00:00,0.8454347855075943,0.8454347855075943,0.8280993719246309,0.8334333453347735,396,0.0208000000000001,0.0001440345662217,-0.0141955835962145,-0.0142973047008244,0.0208000000000001,-1.419558359621457,8600.0,-99.84947601689214,
2014-01-13 00:00:00+00:00,0.8320998519822379,0.8627701990905576,0.4680561667400088,0.5654011814751104,333295,0.6981132075471699,0.0718412408632933,-0.3205128205128204,-0.3880181945044436,0.6981132075471699,-32.16,-324695.0,84065.40404040404,
2014-01-14 00:00:00+00:00,0.5667346748276461,0.9161099331919832,0.5253963808990413,0.9107759597818404,293244,0.4289897510980967,0.1192837374904229,0.6070588235294115,0.476761404338832,0.4289897510980967,61.08490566037733,-31451.0,-12.016681918420618,
2014-01-15 00:00:00+00:00,0.9107759597818404,1.096131535784294,0.8854395860836634,1.0454587883879398,234330,0.2015306122448978,0.0181394643213399,0.1478770131771595,0.1379141607796178,0.2015306122448978,14.787701317715957,202879.0,-20.090436632974587,
2014-01-16 00:00:00+00:00,1.0467922817404756,1.085463588964009,0.997453027696657,1.0067874811644064,162381,0.0874172185430462,0.0014954700023769,-0.0382165605095541,-0.037691271101383,0.0874172185430462,-3.6989795918367263,40498.0,-30.70413519395724,
2014-01-17 00:00:00+00:00,1.008120974516942,1.089464069021616,0.9041084930191624,0.9587817204731234,192262,0.1933240611961056,0.0023045530595487,-0.0489417989417989,-0.048856391527978,0.1933240611961056,-4.76821192052981,-151764.0,18.40178345988755,
2014-01-20 00:00:00+00:00,0.978784120761158,0.9801176141136936,0.9747836407035512,0.9761171340560868,177,0.0054644808743167,0.0003005165640923,-0.0027247956403268,0.0179191562402649,0.0054644808743167,1.808066759388053,-151587.0,-99.90793812609876,
2014-01-21 00:00:00+00:00,0.9774506274086224,1.1054659892520435,0.9321118534224108,1.074795642143724,201297,0.161290322580645,0.0097374479584018,0.0995907230559344,0.0963032285453167,0.161290322580645,10.109289617486333,49710.0,113627.11864406778,
2014-01-22 00:00:00+00:00,1.0734621487911882,1.2294808710378575,1.0681281753810457,1.2241468976277152,185267,0.1318082788671021,0.0223057975146444,0.1403726708074534,0.1301136481138621,0.1318082788671021,13.89578163771711,234977.0,-7.963357625796709,
2014-01-23 00:00:00+00:00,1.2241468976277152,1.2281473776853222,0.9427798002426956,1.1027990025469725,286244,0.2587666263603387,0.0147253116405269,-0.0991285403050106,-0.1043926955967988,0.2587666263603387,-9.912854030501066,-51267.0,54.5035003535438,
2014-01-24 00:00:00+00:00,1.1027990025469725,1.1548052432958622,0.6560787294475336,0.6560787294475336,378515,0.7601626016260165,0.1995590023980372,-0.4050785973397825,-0.5193259785313834,0.7601626016260165,-40.50785973397825,-429782.0,32.23508615027739,
2014-01-26 00:00:00+00:00,0.677414623088104,0.6854155832033177,0.6160739288714646,0.6614127028576763,4160,0.1048387096774193,2.845127234010864e-05,-0.0236220472440945,0.0080972102326195,0.1048387096774193,0.8130081300813136,-425622.0,-98.90096825753272,
2014-01-27 00:00:00+00:00,0.6600792095051407,0.7480897707724926,0.3253723780186955,0.3747116320625142,442791,1.1281138790035588,0.0821975039950925,-0.4323232323232323,-0.5682212573911817,1.1281138790035588,-43.346774193548384,-868413.0,10544.014423076924,
