ts_event,open,high,low,close,volume,Normalized Range,Squared Returns,Close-to-Open Returns,Log Returns,High-Low / Close Ratio,ROC,Volume Rate of Change,normalized_volatility,OBV
2014-01-02 00:00:00+00:00,0.912109453134376,0.9294448667173396,0.7694256644130629,0.8320998519822379,197028,0.1923076923076925,,-0.08771929824561384,,0.1923076923076925,,,,0.02743003132883143
2014-01-03 00:00:00+00:00,0.8320998519822379,0.8627701990905576,0.6534117427424624,0.6720806496779613,194982,0.31150793650793673,0.025606145106096993,-0.19230769230769237,-0.21357410029805918,0.3115079365079367,-19.230769230769237,0.49761886649936693,,0.02373459381497226
2014-01-05 00:00:00+00:00,0.6707471563254257,0.7227533970743155,0.6707471563254257,0.7120854502540305,1387,0.07303370786516848,0.001600384069131062,0.06163021868787278,0.057819570888826236,0.0730337078651684,5.952380952380955,0.14577045029572339,,0.023760881225254868
2014-01-06 00:00:00+00:00,0.7120854502540305,0.7200864103692443,0.5387313144243976,0.6080729687562508,245118,0.2982456140350876,0.010818596307325953,-0.14606741573033696,-0.15790302944580867,0.2982456140350876,-14.606741573033696,0.8672695448720914,,0.019115230588159483
2014-01-07 00:00:00+00:00,0.6094064621087864,0.813430945046739,0.6067394754037152,0.7600912109453134,191617,0.2719298245614034,0.023109545958252483,0.24726477024070023,0.22314355131420957,0.2719298245614034,24.99999999999998,0.48080807083848787,,0.022746892229198925
2014-01-08 00:00:00+00:00,0.7600912109453134,0.8787721193209853,0.7427557973623502,0.8280993719246309,207647,0.1642512077294687,0.004625109959788764,0.0894736842105263,0.08569472110488298,0.1642512077294687,8.94736842105263,0.5040907064679445,,0.026682365829020012
2014-01-09 00:00:00+00:00,0.8294328652771666,0.9187769198970543,0.6974170233761384,0.7747596378232054,214636,0.2857142857142858,0.0028451272340107693,-0.06591639871382643,-0.06658032508156748,0.2857142857142858,-6.441223832528174,0.5007231020695048,,0.022614431731387018
2014-01-10 00:00:00+00:00,0.7747596378232054,0.8921070528463415,0.6654131829152832,0.8454347855075943,263081,0.26813880126182954,0.004994976500210178,0.09122203098106722,0.08729819758531475,0.2681388012618295,9.122203098106722,0.5128722541000706,,0.027600529917802093
2014-01-12 00:00:00+00:00,0.8454347855075943,0.8454347855075943,0.8280993719246309,0.8334333453347735,396,0.02080000000000016,0.00014403456622179666,-0.014195583596214569,-0.014297304700824449,0.0208000000000001,-1.419558359621457,0.035051453466380514,,0.02759302464421023
2014-01-13 00:00:00+00:00,0.8320998519822379,0.8627701990905576,0.4680561667400088,0.5654011814751104,333295,0.6981132075471699,0.0718412408632933,-0.32051282051282043,-0.3880181945044436,0.6981132075471699,-32.16,0.9785398795041227,,0.02127618080128272
2014-01-14 00:00:00+00:00,0.5667346748276461,0.9161099331919832,0.5253963808990413,0.9107759597818404,293244,0.4289897510980967,0.11928373749042291,0.6070588235294115,0.4767614043388321,0.4289897510980967,61.08490566037733,0.48923606210947806,,0.026833949612322296
